A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3114,225,3574,652,2980,1351,2505,961,1504,2498,9.12,2.15,15.88,-18.63,7.15,-52.66,0.17,-33.67,46_0000375_0000399-reel_begin_end.tiff
2,6154,225,6593,564,6005,1352,5541,958,1504,2498,9.12,2.15,15.57,-14.35,6.93,-52.7,0.11,-33.53,46_0000375_0000399-reel_begin_end.tiff
3,9164,225,9592,465,9037,1351,8558,955,1504,2498,9.12,2.15,15.41,-9.53,7.25,-52.66,0.22,-33.38,46_0000375_0000399-reel_begin_end.tiff
4,12174,225,12609,717,12029,1349,11561,957,1504,2498,9.12,2.15,15.51,-21.8,6.99,-52.56,0.11,-33.48,46_0000375_0000399-reel_begin_end.tiff
5,15208,225,15624,458,15052,1351,14598,951,1504,2498,9.18,2.15,15.29,-9.19,6.89,-52.66,0.22,-33.19,46_0000375_0000399-reel_begin_end.tiff
6,18220,225,18655,748,18082,1349,17611,947,1504,2498,9.06,2.15,15.45,-23.3,7.03,-52.56,0.11,-32.99,46_0000375_0000399-reel_begin_end.tiff
7,21227,225,21654,772,21092,1351,20621,947,1504,2498,9.02,2.15,15.29,-24.47,7.03,-52.66,0.11,-32.99,46_0000375_0000399-reel_begin_end.tiff
8,24257,225,24681,712,24148,1353,23651,945,1504,2498,9.02,2.15,15.24,-21.55,7.41,-52.75,0.11,-32.89,46_0000375_0000399-reel_begin_end.tiff
9,27284,225,27708,727,27132,1350,26668,945,1504,2498,9.12,2.15,15.35,-22.28,6.89,-52.61,0.07,-32.89,46_0000375_0000399-reel_begin_end.tiff
10,30294,225,30696,577,30127,1345,29681,939,1504,2498,9.12,2.15,15.02,-14.98,6.67,-52.36,0.11,-32.6,46_0000375_0000399-reel_begin_end.tiff
11,33318,225,33731,526,33165,1350,32705,940,1504,2498,9.18,2.15,15.24,-12.5,6.93,-52.61,0.17,-32.65,46_0000375_0000399-reel_begin_end.tiff
12,36344,225,36768,726,36210,1352,35731,940,1504,2498,9.12,2.15,15.35,-22.23,7.15,-52.7,0.11,-32.65,46_0000375_0000399-reel_begin_end.tiff
