A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1596,440,2258,611,1476,1375,1005,1007,1513,1008,9.04,-7.97,18.64,-16.28,7.3,-53.38,0.47,-35.51,46_0001500_0001524-reel_begin_end.tiff
2,4622,400,5287,723,4484,1379,4022,1019,1513,1008,9.13,-6.03,18.77,-21.72,7.13,-53.57,0.43,-36.09,46_0001500_0001524-reel_begin_end.tiff
3,7643,385,8365,576,7505,1378,7055,1005,1513,1008,9.0,-5.3,19.47,-14.58,7.0,-53.53,0.47,-35.41,46_0001500_0001524-reel_begin_end.tiff
4,10662,383,11264,646,10521,1376,10065,1006,1513,1008,9.13,-5.2,17.86,-17.98,7.08,-53.43,0.47,-35.46,46_0001500_0001524-reel_begin_end.tiff
5,13675,373,14415,616,13516,1372,13081,1004,1513,1008,9.17,-4.72,19.9,-16.52,6.87,-53.23,0.56,-35.36,46_0001500_0001524-reel_begin_end.tiff
6,16708,424,17364,488,16546,1376,16105,1008,1513,1008,9.22,-7.19,18.73,-10.3,6.87,-53.43,0.47,-35.56,46_0001500_0001524-reel_begin_end.tiff
7,19709,416,20401,432,19571,1377,19115,1009,1513,1008,9.09,-6.81,19.12,-7.58,7.08,-53.48,0.47,-35.6,46_0001500_0001524-reel_begin_end.tiff
8,22719,378,23420,562,22560,1376,22131,1005,1513,1008,9.09,-4.96,19.25,-13.9,6.78,-53.43,0.56,-35.41,46_0001500_0001524-reel_begin_end.tiff
9,25756,482,26457,735,25621,1374,25165,1005,1513,1008,9.04,-10.01,19.21,-22.3,7.08,-53.33,0.47,-35.41,46_0001500_0001524-reel_begin_end.tiff
10,28781,454,29368,585,28619,1373,28175,1005,1513,1008,9.26,-8.65,17.77,-15.01,6.91,-53.28,0.47,-35.41,46_0001500_0001524-reel_begin_end.tiff
11,31782,548,32429,624,31659,1373,31182,1010,1513,1008,9.13,-13.22,18.51,-16.91,7.35,-53.28,0.43,-35.65,46_0001500_0001524-reel_begin_end.tiff
12,34815,562,35486,601,34659,1376,34215,1006,1513,1008,9.17,-13.9,18.9,-15.79,6.91,-53.43,0.47,-35.46,46_0001500_0001524-reel_begin_end.tiff
