A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3136,437,3574,1057,2985,1377,2577,1034,1520,2543,9.49,-8.33,15.83,-38.07,7.31,-53.41,1.4,-36.96,46_0001425_0001449-reel_begin_end.tiff
2,6145,450,6616,992,6002,1378,5575,1015,1520,2543,9.33,-8.95,16.15,-34.95,7.26,-53.46,1.09,-36.05,46_0001425_0001449-reel_begin_end.tiff
3,9182,438,9646,905,9032,1378,8612,1017,1520,2543,9.44,-8.38,16.15,-30.78,7.26,-53.46,1.19,-36.15,46_0001425_0001449-reel_begin_end.tiff
4,12189,430,12785,1147,12012,1377,11629,1033,1520,2543,9.39,-8.0,18.02,-42.38,6.83,-53.41,1.29,-36.91,46_0001425_0001449-reel_begin_end.tiff
5,15202,451,15798,941,15081,1377,14639,1020,1520,2543,9.44,-9.0,18.06,-32.5,7.68,-53.41,1.29,-36.29,46_0001425_0001449-reel_begin_end.tiff
6,18236,443,18711,901,18041,1374,17662,1013,1520,2543,9.49,-8.62,16.37,-30.58,6.67,-53.27,1.19,-35.96,46_0001425_0001449-reel_begin_end.tiff
7,21239,460,21813,1168,21044,1371,20683,1021,1520,2543,9.39,-9.43,17.7,-43.39,6.57,-53.12,1.35,-36.34,46_0001425_0001449-reel_begin_end.tiff
8,24234,455,24709,1107,24079,1376,23711,1039,1520,2543,9.18,-9.19,16.05,-40.46,6.93,-53.36,1.61,-37.2,46_0001425_0001449-reel_begin_end.tiff
9,27260,456,28184,1193,27128,1378,26712,1015,1520,2543,9.12,-9.24,22.49,-44.59,7.21,-53.46,1.19,-36.05,46_0001425_0001449-reel_begin_end.tiff
10,30284,488,30957,1318,30177,1379,29725,1016,1520,2543,9.18,-10.78,18.92,-50.58,7.63,-53.51,1.09,-36.1,46_0001425_0001449-reel_begin_end.tiff
11,33294,395,33868,1307,33121,1377,32735,1017,1520,2543,9.18,-6.32,17.48,-50.06,6.67,-53.41,1.09,-36.15,46_0001425_0001449-reel_begin_end.tiff
12,36331,231,36931,1210,36243,1384,35772,1019,1520,2543,9.28,1.55,17.96,-45.4,8.0,-53.75,1.19,-36.24,46_0001425_0001449-reel_begin_end.tiff
