A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2734,386,3448,687,2603,1396,2146,1018,1515,2139,9.03,-5.27,19.65,-19.84,7.09,-54.14,0.29,-35.85,46_0000025_0000049-reel_begin_end.tiff
2,5740,392,6451,669,5570,1384,5153,1005,1515,2139,8.97,-5.56,19.54,-18.97,6.45,-53.56,0.25,-35.22,46_0000025_0000049-reel_begin_end.tiff
3,8770,441,9484,727,8621,1388,8186,1007,1515,2139,8.97,-7.93,19.59,-21.77,6.76,-53.76,0.29,-35.32,46_0000025_0000049-reel_begin_end.tiff
4,11783,381,12482,665,11634,1388,11203,1006,1515,2139,8.87,-5.03,19.26,-18.77,6.66,-53.76,0.25,-35.27,46_0000025_0000049-reel_begin_end.tiff
5,14790,225,15482,487,14678,1409,14203,999,1515,2139,8.97,2.52,19.26,-10.16,7.31,-54.77,0.25,-34.93,46_0000025_0000049-reel_begin_end.tiff
6,17810,401,18506,661,17632,1389,17230,1005,1515,2139,8.97,-6.0,19.32,-18.58,6.33,-53.81,0.35,-35.22,46_0000025_0000049-reel_begin_end.tiff
7,20844,225,21518,516,20688,1411,20253,998,1515,2139,9.03,2.52,19.05,-11.56,6.72,-54.87,0.25,-34.89,46_0000025_0000049-reel_begin_end.tiff
8,23847,441,24525,711,23709,1398,23260,1015,1515,2139,9.08,-7.93,19.16,-21.0,7.03,-54.24,0.35,-35.71,46_0000025_0000049-reel_begin_end.tiff
9,26864,438,27538,677,26722,1389,26276,1006,1515,2139,9.03,-7.79,19.05,-19.35,6.92,-53.81,0.29,-35.27,46_0000025_0000049-reel_begin_end.tiff
10,29883,390,30550,678,29716,1386,29306,1007,1515,2139,8.87,-5.46,18.79,-19.4,6.39,-53.66,0.29,-35.32,46_0000025_0000049-reel_begin_end.tiff
11,32894,398,33546,656,32749,1391,32314,1014,1515,2139,9.03,-5.85,18.73,-18.34,6.88,-53.9,0.41,-35.66,46_0000025_0000049-reel_begin_end.tiff
12,35910,410,36555,658,35765,1389,35326,1007,1515,2139,8.97,-6.43,18.56,-18.43,6.82,-53.81,0.29,-35.32,46_0000025_0000049-reel_begin_end.tiff
