A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2538,617,2689,1019,2211,1341,1755,1337,1517,1754,11.89,-16.78,14.08,-36.18,7.16,-51.72,0.56,-51.52,46_0004425_0004449-reel_begin_end.tiff
2,5500,896,5629,744,5137,1342,4717,1336,1517,1754,11.77,-30.24,13.64,-22.91,6.52,-51.77,0.44,-51.48,46_0004425_0004449-reel_begin_end.tiff
3,8492,892,8679,774,8187,1342,7720,1340,1517,1754,11.66,-30.05,14.37,-24.36,7.24,-51.77,0.48,-51.67,46_0004425_0004449-reel_begin_end.tiff
4,11424,884,11641,765,11140,1341,10662,1342,1517,1754,11.54,-29.66,14.68,-23.92,7.43,-51.72,0.51,-51.77,46_0004425_0004449-reel_begin_end.tiff
5,14364,892,14603,788,14051,1341,13620,1349,1517,1754,11.25,-30.05,14.71,-25.03,6.72,-51.72,0.48,-52.1,46_0004425_0004449-reel_begin_end.tiff
6,17320,772,17567,650,17034,1340,16567,1177,1517,1754,11.34,-24.26,14.92,-18.37,7.2,-51.67,0.44,-43.8,46_0004425_0004449-reel_begin_end.tiff
7,20263,771,20510,645,19977,1341,19512,1181,1517,1754,11.38,-24.21,14.96,-18.13,7.24,-51.72,0.51,-44.0,46_0004425_0004449-reel_begin_end.tiff
8,23221,762,23485,653,22932,1345,22462,1180,1517,1754,11.5,-23.78,15.32,-18.52,7.32,-51.91,0.51,-43.95,46_0004425_0004449-reel_begin_end.tiff
9,26235,609,26505,484,25938,1346,25482,1005,1517,1754,11.41,-16.39,15.32,-10.36,7.11,-51.96,0.51,-35.5,46_0004425_0004449-reel_begin_end.tiff
10,29232,592,29495,453,28954,1347,28490,1006,1517,1754,11.22,-15.57,15.03,-8.87,7.2,-52.01,0.48,-35.55,46_0004425_0004449-reel_begin_end.tiff
11,32252,619,32521,479,31993,1342,31515,1004,1517,1754,11.22,-16.88,15.12,-10.12,7.48,-51.77,0.56,-35.46,46_0004425_0004449-reel_begin_end.tiff
12,35298,617,35570,488,35007,1345,34540,1004,1517,1754,11.46,-16.78,15.39,-10.56,7.24,-51.91,0.48,-35.46,46_0004425_0004449-reel_begin_end.tiff
