A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3880,538,4331,601,3707,1347,3259,1010,1514,3266,9.5,-13.15,16.03,-16.17,7.0,-52.02,0.51,-35.83,46_0004600_0004624-reel_begin_end.tiff
2,6888,532,7333,513,6701,1344,6269,1009,1514,3266,9.47,-12.86,15.91,-11.95,6.77,-51.88,0.51,-35.78,46_0004600_0004624-reel_begin_end.tiff
3,9912,585,10360,464,9761,1349,9305,1010,1514,3266,9.39,-15.4,15.87,-9.59,7.2,-52.12,0.6,-35.83,46_0004600_0004624-reel_begin_end.tiff
4,12938,539,13380,680,12775,1346,12322,1009,1514,3266,9.47,-13.19,15.87,-19.97,7.11,-51.97,0.56,-35.78,46_0004600_0004624-reel_begin_end.tiff
5,15949,542,16386,601,15775,1347,15325,1009,1514,3266,9.63,-13.34,15.96,-16.17,7.11,-52.02,0.6,-35.78,46_0004600_0004624-reel_begin_end.tiff
6,18976,554,19413,563,18822,1346,18357,1010,1514,3266,9.59,-13.92,15.91,-14.35,7.36,-51.97,0.63,-35.83,46_0004600_0004624-reel_begin_end.tiff
7,21993,581,22436,676,21858,1346,21377,1009,1514,3266,9.55,-15.21,15.96,-19.78,7.59,-51.97,0.63,-35.78,46_0004600_0004624-reel_begin_end.tiff
8,24995,588,25437,552,24830,1341,24385,1007,1514,3266,9.43,-15.55,15.83,-13.82,7.04,-51.73,0.6,-35.68,46_0004600_0004624-reel_begin_end.tiff
9,28018,550,28457,463,27864,1343,27402,1009,1514,3266,9.47,-13.72,15.83,-9.54,7.24,-51.83,0.56,-35.78,46_0004600_0004624-reel_begin_end.tiff
10,31048,585,31487,545,30891,1347,30427,1011,1514,3266,9.47,-15.4,15.83,-13.48,7.2,-52.02,0.48,-35.87,46_0004600_0004624-reel_begin_end.tiff
11,34056,509,34496,741,33883,1347,33437,1010,1514,3266,9.59,-11.75,15.96,-22.9,7.08,-52.02,0.63,-35.83,46_0004600_0004624-reel_begin_end.tiff
