A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1601,358,2057,939,1510,1363,1002,983,1500,1002,9.34,-4.74,16.04,-32.69,8.0,-53.09,0.54,-34.8,46_0001150_0001174-reel_begin_end.tiff
2,4631,381,5095,801,4504,1365,4032,983,1500,1002,9.34,-5.84,16.15,-26.05,7.47,-53.18,0.54,-34.8,46_0001150_0001174-reel_begin_end.tiff
3,7654,394,8122,485,7531,1363,7056,984,1500,1002,9.38,-6.47,16.26,-10.85,7.57,-53.09,0.6,-34.85,46_0001150_0001174-reel_begin_end.tiff
4,10661,412,11114,765,10541,1363,10062,983,1500,1002,9.34,-7.33,15.99,-24.32,7.57,-53.09,0.54,-34.8,46_0001150_0001174-reel_begin_end.tiff
5,13684,400,14152,699,13561,1361,13082,988,1500,1002,9.38,-6.76,16.26,-21.14,7.57,-52.99,0.54,-35.04,46_0001150_0001174-reel_begin_end.tiff
6,16711,376,17164,935,16587,1361,16109,983,1500,1002,9.34,-5.6,15.99,-32.49,7.52,-52.99,0.49,-34.8,46_0001150_0001174-reel_begin_end.tiff
7,19721,424,20166,885,19612,1365,19122,985,1500,1002,9.34,-7.91,15.87,-30.09,7.74,-53.18,0.54,-34.9,46_0001150_0001174-reel_begin_end.tiff
8,22741,388,23194,1023,22603,1363,22139,983,1500,1002,9.34,-6.18,15.99,-36.73,7.31,-53.09,0.49,-34.8,46_0001150_0001174-reel_begin_end.tiff
9,25771,404,26187,1011,25644,1360,25169,981,1500,1002,9.34,-6.95,15.45,-36.15,7.47,-52.94,0.49,-34.71,46_0001150_0001174-reel_begin_end.tiff
10,28777,402,29168,1094,28617,1357,28175,979,1500,1002,9.34,-6.85,15.08,-40.14,6.99,-52.8,0.49,-34.61,46_0001150_0001174-reel_begin_end.tiff
11,31790,386,32247,918,31638,1362,31192,982,1500,1002,9.38,-6.08,16.09,-31.68,7.15,-53.04,0.6,-34.76,46_0001150_0001174-reel_begin_end.tiff
12,34820,404,35259,726,34744,1361,34222,983,1500,1002,9.38,-6.95,15.83,-22.44,8.26,-52.99,0.6,-34.8,46_0001150_0001174-reel_begin_end.tiff
