A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3995,568,4264,482,3735,1344,3260,1003,1512,3262,11.07,-14.07,14.97,-9.88,7.31,-51.84,0.43,-35.24,46_0004400_0004424-reel_begin_end.tiff
2,6989,593,7264,463,6698,1344,6237,1008,1512,3262,11.28,-15.28,15.26,-8.96,7.06,-51.84,0.39,-35.48,46_0004400_0004424-reel_begin_end.tiff
3,10005,584,10271,467,9727,1345,9247,1006,1512,3262,11.36,-14.85,15.21,-9.15,7.34,-51.88,0.39,-35.39,46_0004400_0004424-reel_begin_end.tiff
4,13026,773,13286,647,12688,1337,12262,1176,1512,3262,11.52,-24.05,15.29,-17.91,6.63,-51.49,0.46,-43.66,46_0004400_0004424-reel_begin_end.tiff
5,16031,749,16297,671,15814,1341,15290,1175,1512,3262,11.16,-22.88,15.01,-19.08,8.02,-51.69,0.43,-43.61,46_0004400_0004424-reel_begin_end.tiff
6,18979,760,19253,662,18737,1343,18260,1182,1512,3262,10.84,-23.41,14.81,-18.64,7.34,-51.79,0.43,-43.95,46_0004400_0004424-reel_begin_end.tiff
7,21942,760,22211,673,21673,1337,21220,1177,1512,3262,10.89,-23.41,14.78,-19.18,6.99,-51.49,0.43,-43.71,46_0004400_0004424-reel_begin_end.tiff
8,24913,779,25182,640,24649,1345,24191,1178,1512,3262,11.05,-24.34,14.94,-17.57,7.22,-51.88,0.59,-43.76,46_0004400_0004424-reel_begin_end.tiff
9,27887,587,28148,432,27604,1345,27157,1006,1512,3262,10.96,-14.99,14.74,-7.45,6.86,-51.88,0.39,-35.39,46_0004400_0004424-reel_begin_end.tiff
10,30894,598,31158,484,30603,1343,30167,1004,1512,3262,10.92,-15.53,14.74,-9.98,6.7,-51.79,0.39,-35.29,46_0004400_0004424-reel_begin_end.tiff
11,33927,592,34193,490,33636,1345,33200,1008,1512,3262,10.96,-15.24,14.81,-10.27,6.75,-51.88,0.43,-35.48,46_0004400_0004424-reel_begin_end.tiff
