A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3101,563,3749,508,2987,1372,2513,1008,1516,2513,9.0,-14.29,18.39,-11.63,7.35,-53.39,0.47,-35.8,46_0001475_0001499-reel_begin_end.tiff
2,6131,458,6842,674,6014,1375,5540,1006,1516,2513,9.0,-9.21,19.31,-19.65,7.3,-53.53,0.43,-35.7,46_0001475_0001499-reel_begin_end.tiff
3,9151,600,9772,719,9007,1374,8560,1006,1516,2513,9.0,-16.08,18.0,-21.83,6.91,-53.48,0.43,-35.7,46_0001475_0001499-reel_begin_end.tiff
4,12163,506,12868,643,12022,1376,11563,1012,1516,2513,9.17,-11.53,19.39,-18.15,7.13,-53.58,0.47,-35.99,46_0001475_0001499-reel_begin_end.tiff
5,15187,442,15835,583,15037,1376,14593,1006,1516,2513,9.09,-8.44,18.48,-15.25,6.91,-53.58,0.47,-35.7,46_0001475_0001499-reel_begin_end.tiff
6,18214,452,18919,550,18052,1376,17614,1013,1516,2513,9.04,-8.92,19.26,-13.66,6.69,-53.58,0.34,-36.04,46_0001475_0001499-reel_begin_end.tiff
7,21223,411,21883,579,21073,1378,20620,1009,1516,2513,9.17,-6.94,18.74,-15.06,7.0,-53.68,0.43,-35.84,46_0001475_0001499-reel_begin_end.tiff
8,24240,422,24837,636,24096,1377,23640,1007,1516,2513,9.13,-7.47,17.79,-17.82,7.04,-53.63,0.43,-35.75,46_0001475_0001499-reel_begin_end.tiff
9,27273,381,27891,580,27084,1372,26673,1006,1516,2513,9.17,-5.49,18.13,-15.11,6.43,-53.39,0.47,-35.7,46_0001475_0001499-reel_begin_end.tiff
10,30283,392,30880,460,30121,1375,29686,1006,1516,2513,9.17,-6.02,17.83,-9.31,6.82,-53.53,0.52,-35.7,46_0001475_0001499-reel_begin_end.tiff
11,33303,419,33915,722,33132,1380,32700,1006,1516,2513,9.17,-7.33,18.05,-21.97,6.69,-53.77,0.43,-35.7,46_0001475_0001499-reel_begin_end.tiff
12,36337,405,36985,598,36160,1369,35728,1004,1516,2513,9.26,-6.65,18.66,-15.98,6.69,-53.24,0.43,-35.6,46_0001475_0001499-reel_begin_end.tiff
