A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2378,517,2844,561,2214,1346,1756,1008,1512,1761,9.46,-11.9,16.24,-14.03,7.08,-52.07,0.42,-35.69,46_0004625_0004649-reel_begin_end.tiff
2,5378,600,5853,489,5197,1345,4764,1010,1512,1761,9.46,-15.92,16.37,-10.54,6.83,-52.03,0.54,-35.79,46_0004625_0004649-reel_begin_end.tiff
3,8405,531,8869,503,8241,1344,7788,1009,1512,1761,9.42,-12.58,16.16,-11.22,7.03,-51.98,0.45,-35.74,46_0004625_0004649-reel_begin_end.tiff
4,11425,542,11886,541,11269,1346,10811,1011,1512,1761,9.42,-13.11,16.12,-13.06,7.15,-52.07,0.49,-35.84,46_0004625_0004649-reel_begin_end.tiff
5,14433,566,14896,578,14265,1345,13816,1009,1512,1761,9.39,-14.27,16.12,-14.86,6.95,-52.03,0.42,-35.74,46_0004625_0004649-reel_begin_end.tiff
6,17453,561,17908,627,17283,1348,16841,1009,1512,1761,9.39,-14.03,16.0,-17.23,6.92,-52.17,0.49,-35.74,46_0004625_0004649-reel_begin_end.tiff
7,20480,546,20938,479,20313,1345,19868,1009,1512,1761,9.35,-13.3,16.0,-10.06,6.92,-52.03,0.45,-35.74,46_0004625_0004649-reel_begin_end.tiff
8,23488,700,23949,703,23315,1349,22871,1010,1512,1761,9.46,-20.77,16.16,-20.91,6.95,-52.22,0.49,-35.79,46_0004625_0004649-reel_begin_end.tiff
9,26500,601,26952,506,26346,1346,25888,1011,1512,1761,9.35,-15.97,15.92,-11.37,7.11,-52.07,0.45,-35.84,46_0004625_0004649-reel_begin_end.tiff
10,29535,548,29991,630,29368,1345,28927,1012,1512,1761,9.42,-13.4,16.05,-17.38,6.99,-52.03,0.58,-35.89,46_0004625_0004649-reel_begin_end.tiff
11,32545,565,32998,501,32375,1343,31931,1008,1512,1761,9.42,-14.23,16.0,-11.12,6.95,-51.93,0.49,-35.69,46_0004625_0004649-reel_begin_end.tiff
12,35564,529,36013,852,35440,1347,34941,1008,1512,1761,9.55,-12.48,16.08,-28.13,7.75,-52.12,0.49,-35.69,46_0004625_0004649-reel_begin_end.tiff
