A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3872,737,4356,744,3683,1344,3262,1175,1509,3264,9.39,-22.43,16.39,-22.77,6.65,-51.85,0.56,-43.66,46_0004650_0004674-reel_begin_end.tiff
2,6885,743,7374,666,6739,1347,6275,1177,1509,3264,9.43,-22.72,16.51,-18.99,7.32,-51.99,0.6,-43.76,46_0004650_0004674-reel_begin_end.tiff
3,9918,759,10412,814,9750,1348,9305,1177,1509,3264,9.47,-23.5,16.62,-26.16,7.04,-52.04,0.6,-43.76,46_0004650_0004674-reel_begin_end.tiff
4,12928,712,13420,863,12752,1347,12315,1177,1509,3264,9.47,-21.22,16.6,-28.54,6.92,-51.99,0.6,-43.76,46_0004650_0004674-reel_begin_end.tiff
5,15940,750,16413,872,15765,1347,15325,1177,1509,3264,9.5,-23.06,16.35,-28.98,6.97,-51.99,0.6,-43.76,46_0004650_0004674-reel_begin_end.tiff
6,18968,729,19462,671,18825,1349,18360,1178,1509,3264,9.47,-22.05,16.62,-19.23,7.4,-52.09,0.67,-43.8,46_0004650_0004674-reel_begin_end.tiff
7,21985,710,22460,691,21831,1349,21369,1178,1509,3264,9.43,-21.12,16.31,-20.2,7.2,-52.09,0.51,-43.8,46_0004650_0004674-reel_begin_end.tiff
8,24998,743,25473,712,24835,1345,24377,1183,1509,3264,9.47,-22.72,16.35,-21.22,7.11,-51.9,0.48,-44.05,46_0004650_0004674-reel_begin_end.tiff
9,28017,756,28498,1049,27855,1343,27415,1180,1509,3264,9.31,-23.35,16.28,-37.55,6.97,-51.8,0.6,-43.9,46_0004650_0004674-reel_begin_end.tiff
10,31040,550,31521,466,30900,1343,30427,1009,1509,3264,9.5,-13.37,16.47,-9.3,7.48,-51.8,0.63,-35.61,46_0004650_0004674-reel_begin_end.tiff
11,34050,537,34534,526,33902,1350,33437,1011,1509,3264,9.5,-12.74,16.51,-12.21,7.36,-52.14,0.63,-35.71,46_0004650_0004674-reel_begin_end.tiff
