A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3131,404,3606,842,2979,1347,2526,963,1511,2515,9.1,-6.49,15.99,-27.69,6.89,-52.12,0.31,-33.54,46_0000525_0000549-reel_begin_end.tiff
2,6138,388,6609,900,6011,1350,5532,963,1511,2515,9.05,-5.72,15.89,-30.49,7.21,-52.27,0.26,-33.54,46_0000525_0000549-reel_begin_end.tiff
3,9154,384,9636,927,8991,1346,8548,963,1511,2515,8.99,-5.53,15.99,-31.8,6.63,-52.08,0.2,-33.54,46_0000525_0000549-reel_begin_end.tiff
4,12188,391,12768,912,12068,1349,11582,963,1511,2515,9.05,-5.86,17.47,-31.07,7.31,-52.22,0.26,-33.54,46_0000525_0000549-reel_begin_end.tiff
5,15201,225,15687,706,15078,1354,14588,965,1511,2515,9.1,2.17,16.15,-21.11,7.31,-52.46,0.2,-33.64,46_0000525_0000549-reel_begin_end.tiff
6,18208,225,18697,880,18066,1354,17606,964,1511,2515,9.05,2.17,16.15,-29.53,6.99,-52.46,0.31,-33.59,46_0000525_0000549-reel_begin_end.tiff
7,21238,225,21654,909,21129,1353,20636,965,1511,2515,9.05,2.17,15.09,-30.93,7.47,-52.41,0.31,-33.64,46_0000525_0000549-reel_begin_end.tiff
8,24258,225,24711,538,24109,1350,23652,965,1511,2515,9.05,2.17,15.63,-12.98,6.89,-52.27,0.26,-33.64,46_0000525_0000549-reel_begin_end.tiff
9,27268,225,27717,550,27119,1352,26662,964,1511,2515,9.05,2.17,15.57,-13.56,6.89,-52.37,0.26,-33.59,46_0000525_0000549-reel_begin_end.tiff
10,30298,225,30740,561,30131,1354,29688,965,1511,2515,9.05,2.17,15.47,-14.09,6.63,-52.46,0.2,-33.64,46_0000525_0000549-reel_begin_end.tiff
11,33318,225,33774,592,33118,1344,32705,965,1511,2515,9.05,2.17,15.67,-15.59,6.15,-51.98,0.15,-33.64,46_0000525_0000549-reel_begin_end.tiff
12,36320,225,36766,795,36182,1349,35715,964,1511,2515,8.94,2.17,15.41,-25.41,6.93,-52.22,0.15,-33.59,46_0000525_0000549-reel_begin_end.tiff
