A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1237,435,1886,687,1067,1392,642,1013,1504,639,9.16,-8.17,19.1,-20.36,6.55,-54.48,0.04,-36.14,46_0000000_0000024-reel_begin_end.tiff
2,4241,424,4875,705,4088,1389,3653,1006,1504,639,9.22,-7.64,18.94,-21.23,6.88,-54.33,0.21,-35.8,46_0000000_0000024-reel_begin_end.tiff
3,7257,438,7732,1213,7079,1388,6670,1011,1504,639,9.16,-8.31,16.44,-45.82,6.43,-54.28,0.16,-36.04,46_0000000_0000024-reel_begin_end.tiff
5,13293,397,13888,598,13152,1389,12702,1007,1504,639,9.1,-6.33,18.21,-16.06,6.94,-54.33,0.04,-35.85,46_0000000_0000024-reel_begin_end.tiff
6,16304,398,16892,716,16148,1391,15710,1011,1504,639,9.27,-6.38,18.28,-21.77,6.88,-54.43,0.16,-36.04,46_0000000_0000024-reel_begin_end.tiff
7,19342,444,19911,634,19167,1389,18740,1007,1504,639,9.39,-8.6,18.11,-17.8,6.71,-54.33,0.16,-35.85,46_0000000_0000024-reel_begin_end.tiff
8,22351,426,22909,683,22177,1388,21756,1008,1504,639,9.22,-7.73,17.77,-20.17,6.55,-54.28,0.1,-35.9,46_0000000_0000024-reel_begin_end.tiff
9,25353,406,25915,534,25226,1386,24766,1008,1504,639,9.1,-6.77,17.71,-12.96,7.15,-54.19,0.1,-35.9,46_0000000_0000024-reel_begin_end.tiff
10,28387,414,28927,683,28231,1391,27792,1009,1504,639,9.16,-7.15,17.43,-20.17,6.77,-54.43,0.04,-35.94,46_0000000_0000024-reel_begin_end.tiff
11,31407,422,32085,952,31262,1387,30812,1009,1504,639,9.16,-7.54,19.55,-33.19,6.94,-54.24,0.04,-35.94,46_0000000_0000024-reel_begin_end.tiff
12,34418,459,34965,752,34291,1388,33812,1010,1504,639,9.33,-9.33,17.71,-23.51,7.38,-54.28,0.04,-35.99,46_0000000_0000024-reel_begin_end.tiff
