A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3120,377,3610,513,2994,1356,2519,981,1507,2519,9.36,-5.07,16.6,-11.69,7.5,-52.72,0.48,-34.47,46_0001025_0001049-reel_begin_end.tiff
2,6138,367,6631,519,5996,1356,5532,980,1507,2519,9.48,-4.58,16.76,-11.98,7.38,-52.72,0.52,-34.42,46_0001025_0001049-reel_begin_end.tiff
3,9168,404,9661,542,9034,1355,8562,980,1507,2519,9.48,-6.38,16.76,-13.1,7.5,-52.67,0.52,-34.42,46_0001025_0001049-reel_begin_end.tiff
4,12180,419,12670,468,12035,1353,11575,980,1507,2519,9.36,-7.11,16.6,-9.5,7.22,-52.58,0.42,-34.42,46_0001025_0001049-reel_begin_end.tiff
5,15190,380,15680,519,15074,1355,14589,980,1507,2519,9.36,-5.22,16.6,-11.98,7.65,-52.67,0.48,-34.42,46_0001025_0001049-reel_begin_end.tiff
6,18224,382,18714,493,18086,1352,17626,981,1507,2519,9.42,-5.31,16.66,-10.72,7.38,-52.53,0.58,-34.47,46_0001025_0001049-reel_begin_end.tiff
7,21240,376,21719,446,21103,1354,20635,979,1507,2519,9.36,-5.02,16.44,-8.43,7.34,-52.62,0.42,-34.37,46_0001025_0001049-reel_begin_end.tiff
8,24250,395,24725,482,24124,1356,23649,979,1507,2519,9.36,-5.95,16.38,-10.18,7.5,-52.72,0.48,-34.37,46_0001025_0001049-reel_begin_end.tiff
9,27280,379,27752,580,27150,1355,26671,979,1507,2519,9.36,-5.17,16.33,-14.95,7.44,-52.67,0.36,-34.37,46_0001025_0001049-reel_begin_end.tiff
10,30300,395,30765,513,30148,1356,29695,978,1507,2519,9.36,-5.95,16.23,-11.69,7.11,-52.72,0.42,-34.32,46_0001025_0001049-reel_begin_end.tiff
11,33304,391,33772,592,33174,1353,32699,978,1507,2519,9.42,-5.75,16.33,-15.53,7.5,-52.58,0.48,-34.32,46_0001025_0001049-reel_begin_end.tiff
12,36330,396,36791,493,36207,1352,35729,978,1507,2519,9.36,-5.99,16.17,-10.72,7.54,-52.53,0.48,-34.32,46_0001025_0001049-reel_begin_end.tiff
