A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3953,732,,,3737,1355,3257,1014,1520,3262,10.57,-21.62,,,7.4,-52.34,0.36,-35.52,46_0004300_0004324-reel_begin_end.tiff
2,6970,756,,,6754,1352,6285,1012,1520,3262,10.52,-22.8,,,7.35,-52.19,0.48,-35.43,46_0004300_0004324-reel_begin_end.tiff
3,10000,828,10194,798,9771,1347,9305,1014,1520,3262,10.52,-26.35,13.37,-24.87,7.16,-51.94,0.33,-35.52,46_0004300_0004324-reel_begin_end.tiff
4,13062,904,13232,870,12730,1345,12315,1011,1520,3262,11.43,-30.1,13.92,-28.42,6.56,-51.84,0.48,-35.38,46_0004300_0004324-reel_begin_end.tiff
5,16031,584,16211,542,15785,1343,15333,1008,1520,3262,10.68,-14.32,13.32,-12.25,7.08,-51.74,0.45,-35.23,46_0004300_0004324-reel_begin_end.tiff
6,19068,748,19232,702,18817,1347,18365,1012,1520,3262,10.64,-22.41,13.04,-20.14,6.96,-51.94,0.33,-35.43,46_0004300_0004324-reel_begin_end.tiff
7,22060,569,22211,821,21807,1340,21370,1007,1520,3262,10.52,-13.58,12.74,-26.01,6.81,-51.6,0.4,-35.18,46_0004300_0004324-reel_begin_end.tiff
8,24999,521,25134,551,24773,1339,24315,1007,1520,3262,10.36,-11.22,12.34,-12.7,7.05,-51.55,0.33,-35.18,46_0004300_0004324-reel_begin_end.tiff
9,27956,570,28078,605,27730,1338,27277,1008,1520,3262,10.32,-13.63,12.11,-15.36,7.0,-51.5,0.36,-35.23,46_0004300_0004324-reel_begin_end.tiff
10,30894,521,31001,500,30705,1342,30215,1011,1520,3262,10.29,-11.22,11.86,-10.18,7.52,-51.7,0.33,-35.38,46_0004300_0004324-reel_begin_end.tiff
11,33847,586,33936,446,33618,1341,33165,1010,1520,3262,10.48,-14.42,11.78,-7.52,7.12,-51.65,0.48,-35.33,46_0004300_0004324-reel_begin_end.tiff
