A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1600,406,2064,1116,1506,1357,1002,983,1504,1002,9.32,-6.66,16.17,-41.22,7.93,-52.95,0.48,-34.74,46_0001100_0001124-reel_begin_end.tiff
2,4623,345,5088,833,4518,1355,4025,984,1504,1002,9.36,-3.69,16.23,-27.44,7.81,-52.85,0.52,-34.79,46_0001100_0001124-reel_begin_end.tiff
3,7653,400,8096,911,7530,1354,7055,982,1504,1002,9.36,-6.37,15.91,-31.24,7.54,-52.8,0.52,-34.69,46_0001100_0001124-reel_begin_end.tiff
4,10663,387,11135,598,10537,1354,10065,984,1504,1002,9.36,-5.73,16.33,-16.0,7.5,-52.8,0.52,-34.79,46_0001100_0001124-reel_begin_end.tiff
5,13676,395,14148,869,13564,1356,13082,982,1504,1002,9.26,-6.12,16.23,-29.19,7.6,-52.9,0.48,-34.69,46_0001100_0001124-reel_begin_end.tiff
6,16710,421,17192,915,16597,1355,16112,982,1504,1002,9.32,-7.39,16.44,-31.43,7.65,-52.85,0.48,-34.69,46_0001100_0001124-reel_begin_end.tiff
7,19720,389,20191,971,19611,1360,19122,983,1504,1002,9.32,-5.83,16.28,-34.16,7.71,-53.09,0.48,-34.74,46_0001100_0001124-reel_begin_end.tiff
8,22730,385,23136,1003,22610,1352,22135,983,1504,1002,9.32,-5.64,15.32,-35.72,7.54,-52.7,0.52,-34.74,46_0001100_0001124-reel_begin_end.tiff
9,25760,403,26242,887,25633,1359,25165,982,1504,1002,9.32,-6.51,16.44,-30.07,7.44,-53.04,0.52,-34.69,46_0001100_0001124-reel_begin_end.tiff
10,28776,421,29258,968,28657,1354,28178,982,1504,1002,9.26,-7.39,16.38,-34.01,7.5,-52.8,0.42,-34.69,46_0001100_0001124-reel_begin_end.tiff
11,31786,388,32276,816,31645,1356,31192,981,1504,1002,9.26,-5.78,16.5,-26.61,7.17,-52.9,0.48,-34.65,46_0001100_0001124-reel_begin_end.tiff
12,34813,410,35298,757,34726,1354,34218,981,1504,1002,9.21,-6.85,16.38,-23.74,7.93,-52.8,0.42,-34.65,46_0001100_0001124-reel_begin_end.tiff
