A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3505,437,4098,663,3361,1512,2911,1136,1596,2911,9.29,-3.76,18.14,-14.89,7.14,-56.7,0.42,-38.18,43_0009675_0009699-reel_begin_end.tiff
2,6511,494,7108,714,6383,1514,5921,1132,1596,2911,9.38,-6.56,18.29,-17.4,7.47,-56.8,0.57,-37.99,43_0009675_0009699-reel_begin_end.tiff
3,9527,414,10102,704,9424,1515,8925,1139,1596,2911,9.47,-2.63,18.05,-16.91,7.93,-56.85,0.48,-38.33,43_0009675_0009699-reel_begin_end.tiff
4,12548,481,13126,733,12426,1514,11951,1142,1596,2911,9.33,-5.92,17.96,-18.34,7.51,-56.8,0.42,-38.48,43_0009675_0009699-reel_begin_end.tiff
5,15564,479,16129,672,15395,1516,14964,1136,1596,2911,9.57,-5.83,18.01,-15.33,7.05,-56.9,0.62,-38.18,43_0009675_0009699-reel_begin_end.tiff
6,18571,471,19133,689,18442,1519,17968,1135,1596,2911,9.53,-5.43,17.92,-16.17,7.6,-57.04,0.53,-38.13,43_0009675_0009699-reel_begin_end.tiff
7,21591,452,22153,650,21469,1518,20994,1137,1596,2911,9.53,-4.5,17.92,-14.25,7.71,-57.0,0.62,-38.23,43_0009675_0009699-reel_begin_end.tiff
8,24611,534,25163,845,24486,1518,24011,1137,1596,2911,9.53,-8.53,17.77,-23.85,7.66,-57.0,0.57,-38.23,43_0009675_0009699-reel_begin_end.tiff
9,27607,468,28179,782,27457,1514,27011,1138,1596,2911,9.47,-5.28,18.01,-20.75,7.23,-56.8,0.57,-38.28,43_0009675_0009699-reel_begin_end.tiff
10,30634,445,31202,869,30474,1516,30034,1139,1596,2911,9.57,-4.15,18.05,-25.03,7.18,-56.9,0.62,-38.33,43_0009675_0009699-reel_begin_end.tiff
11,33657,424,34213,662,33516,1518,33057,1138,1596,2911,9.62,-3.12,17.92,-14.84,7.51,-57.0,0.66,-38.28,43_0009675_0009699-reel_begin_end.tiff
