A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,872,651,1402,1212,754,1527,278,1196,1598,275,9.47,-13.15,17.28,-41.33,7.73,-57.15,0.72,-40.53,43_0009175_0009199-reel_begin_end.tiff
2,3975,707,4690,1464,3868,1524,3381,1190,1598,275,9.37,-15.96,19.91,-53.99,7.79,-57.0,0.61,-40.22,43_0009175_0009199-reel_begin_end.tiff
3,6995,656,7784,1491,6841,1517,6395,1207,1598,275,9.66,-13.4,21.29,-55.35,7.39,-56.65,0.82,-41.08,43_0009175_0009199-reel_begin_end.tiff
5,13012,651,,,12841,1525,12411,1191,1598,275,9.47,-13.15,,,6.95,-57.05,0.61,-40.27,43_0009175_0009199-reel_begin_end.tiff
6,16095,655,16622,1102,15931,1522,15498,1205,1598,275,9.52,-13.35,17.28,-35.8,7.1,-56.9,0.72,-40.98,43_0009175_0009199-reel_begin_end.tiff
7,19095,662,19723,1379,18948,1523,18495,1194,1598,275,9.52,-13.7,18.77,-49.72,7.35,-56.95,0.67,-40.43,43_0009175_0009199-reel_begin_end.tiff
8,22209,675,22806,1399,22044,1524,21598,1190,1598,275,9.58,-14.35,18.37,-50.72,7.14,-57.0,0.57,-40.22,43_0009175_0009199-reel_begin_end.tiff
9,25252,654,25769,1157,25077,1527,24648,1198,1598,275,9.47,-13.3,17.09,-38.57,6.89,-57.15,0.57,-40.63,43_0009175_0009199-reel_begin_end.tiff
10,28239,685,28896,1428,28094,1519,27655,1204,1598,275,9.58,-14.86,19.26,-52.18,7.44,-56.75,0.97,-40.93,43_0009175_0009199-reel_begin_end.tiff
11,31275,660,31799,1216,31094,1526,30685,1225,1598,275,9.52,-13.6,17.24,-41.53,6.85,-57.1,0.82,-41.98,43_0009175_0009199-reel_begin_end.tiff
12,34289,647,34795,1341,34114,1526,33688,1203,1598,275,9.72,-12.95,17.18,-47.81,7.14,-57.1,0.86,-40.88,43_0009175_0009199-reel_begin_end.tiff
