A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2410,638,3101,1291,2222,1527,1776,1194,1598,1782,9.87,-12.54,20.06,-44.8,7.1,-56.45,0.53,-40.0,43_0009050_0009074-reel_begin_end.tiff
2,5393,655,5876,1228,5235,1524,4779,1190,1598,1782,9.77,-13.38,16.89,-41.68,7.44,-56.31,0.72,-39.81,43_0009050_0009074-reel_begin_end.tiff
3,8416,928,,,8285,1527,7799,1185,1598,1782,9.66,-26.86,,,7.73,-56.45,0.57,-39.56,43_0009050_0009074-reel_begin_end.tiff
4,11477,983,,,11265,1524,10806,1182,1598,1782,10.56,-29.58,,,7.44,-56.31,0.67,-39.41,43_0009050_0009074-reel_begin_end.tiff
5,14413,1087,,,14242,1520,13812,1192,1598,1782,9.62,-34.72,,,7.1,-56.11,0.76,-39.9,43_0009050_0009074-reel_begin_end.tiff
6,17433,1058,,,17285,1527,16819,1180,1598,1782,9.62,-33.28,,,7.44,-56.45,0.57,-39.31,43_0009050_0009074-reel_begin_end.tiff
7,20543,1143,,,20375,1524,19932,1185,1598,1782,9.77,-37.48,,,7.29,-56.31,0.76,-39.56,43_0009050_0009074-reel_begin_end.tiff
8,23626,1199,,,23462,1522,23009,1182,1598,1782,9.66,-40.25,,,7.25,-56.21,0.57,-39.41,43_0009050_0009074-reel_begin_end.tiff
9,26623,1030,,,26452,1523,26022,1181,1598,1782,9.47,-31.9,,,6.95,-56.26,0.61,-39.36,43_0009050_0009074-reel_begin_end.tiff
10,29676,637,,,29465,1519,29052,1188,1598,1782,9.81,-12.49,,,6.7,-56.06,0.61,-39.71,43_0009050_0009074-reel_begin_end.tiff
11,32663,648,,,32509,1525,32032,1190,1598,1782,9.77,-13.03,,,7.5,-56.36,0.47,-39.81,43_0009050_0009074-reel_begin_end.tiff
12,35673,678,,,35519,1525,35052,1185,1598,1782,9.77,-14.51,,,7.5,-56.36,0.61,-39.56,43_0009050_0009074-reel_begin_end.tiff
