A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3431,470,4551,1339,3317,1523,2927,1166,1598,2914,8.36,-5.77,24.78,-48.24,6.69,-57.23,0.97,-39.78,43_0009925_0009949-reel_begin_end.tiff
2,6444,430,6880,1308,6363,1520,5927,1151,1598,2914,8.25,-3.82,14.65,-46.72,7.07,-57.08,0.68,-39.05,43_0009925_0009949-reel_begin_end.tiff
3,9464,453,9900,1225,9370,1525,8951,1150,1598,2914,8.25,-4.94,14.65,-42.67,6.88,-57.32,0.73,-39.0,43_0009925_0009949-reel_begin_end.tiff
4,12484,462,12907,1284,12400,1524,11967,1159,1598,2914,8.4,-5.38,14.6,-45.55,7.17,-57.28,0.82,-39.44,43_0009925_0009949-reel_begin_end.tiff
5,15484,461,15954,1283,15404,1523,14974,1160,1598,2914,8.4,-5.33,15.29,-45.5,7.23,-57.23,0.93,-39.49,43_0009925_0009949-reel_begin_end.tiff
6,18514,439,19155,1281,18413,1521,18014,1172,1598,2914,8.25,-4.26,17.65,-45.4,6.77,-57.13,0.93,-40.08,43_0009925_0009949-reel_begin_end.tiff
7,21531,485,21876,1204,21423,1524,21024,1174,1598,2914,8.5,-6.51,13.56,-41.64,6.92,-57.28,1.07,-40.17,43_0009925_0009949-reel_begin_end.tiff
8,24527,462,25541,1318,24420,1524,24051,1179,1598,2914,8.3,-5.38,23.16,-47.21,6.73,-57.28,1.32,-40.42,43_0009925_0009949-reel_begin_end.tiff
9,27554,637,28198,1375,27460,1518,27021,1197,1598,2914,8.4,-13.93,17.84,-50.0,7.02,-56.98,0.59,-41.3,43_0009925_0009949-reel_begin_end.tiff
10,30577,646,31168,1254,30453,1520,30054,1207,1598,2914,8.45,-14.37,17.11,-44.08,6.63,-57.08,0.78,-41.79,43_0009925_0009949-reel_begin_end.tiff
11,33561,643,34077,921,33463,1519,33051,1198,1598,2914,8.21,-14.23,15.77,-27.81,6.77,-57.03,0.73,-41.35,43_0009925_0009949-reel_begin_end.tiff
