A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2350,481,3193,1391,2230,1521,1773,1141,1591,1763,9.09,-5.44,21.65,-50.4,7.3,-56.82,0.49,-38.05,43_0008900_0008924-reel_begin_end.tiff
2,5370,424,6142,1331,5236,1523,4793,1145,1591,1763,9.24,-2.63,20.74,-47.43,7.24,-56.92,0.64,-38.25,43_0008900_0008924-reel_begin_end.tiff
3,8374,456,9206,1348,8280,1523,7797,1145,1591,1763,9.15,-4.21,21.55,-48.27,7.75,-56.92,0.55,-38.25,43_0008900_0008924-reel_begin_end.tiff
4,11367,436,12437,1456,11209,1528,10770,1149,1591,1763,9.19,-3.22,25.14,-53.61,6.84,-57.17,0.29,-38.44,43_0008900_0008924-reel_begin_end.tiff
5,14374,444,14988,1020,14223,1520,13790,1138,1591,1763,9.15,-3.61,18.3,-32.07,6.9,-56.77,0.44,-37.9,43_0008900_0008924-reel_begin_end.tiff
6,17390,428,18014,1204,17260,1523,16813,1141,1591,1763,9.09,-2.82,18.39,-41.16,7.15,-56.92,0.49,-38.05,43_0008900_0008924-reel_begin_end.tiff
7,20377,448,21283,1438,20266,1525,19817,1167,1591,1763,8.89,-3.81,22.4,-52.72,7.24,-57.02,0.55,-39.33,43_0008900_0008924-reel_begin_end.tiff
8,23400,424,24129,1342,23260,1527,22817,1147,1591,1763,9.24,-2.63,20.1,-47.98,7.15,-57.12,0.55,-38.34,43_0008900_0008924-reel_begin_end.tiff
9,26410,452,27266,1383,26246,1527,25827,1148,1591,1763,9.24,-4.01,21.99,-50.0,6.79,-57.12,0.55,-38.39,43_0008900_0008924-reel_begin_end.tiff
10,29397,438,30011,985,29253,1526,28813,1145,1591,1763,9.04,-3.32,18.19,-30.34,6.9,-57.07,0.34,-38.25,43_0008900_0008924-reel_begin_end.tiff
11,32414,455,33377,1443,32290,1527,31823,1144,1591,1763,9.3,-4.16,23.65,-52.97,7.45,-57.12,0.49,-38.2,43_0008900_0008924-reel_begin_end.tiff
12,35424,453,36024,913,35256,1518,34840,1141,1591,1763,9.15,-4.06,18.09,-26.78,6.64,-56.67,0.44,-38.05,43_0008900_0008924-reel_begin_end.tiff
