A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1986,464,2989,1322,1848,1520,1409,1138,1578,1402,9.21,-5.65,23.83,-47.57,7.2,-57.24,0.8,-38.58,43_0009300_0009324-reel_begin_end.tiff
2,5013,467,,,4825,1520,4422,1135,1578,1402,9.31,-5.79,,,6.57,-57.24,0.69,-38.43,43_0009300_0009324-reel_begin_end.tiff
3,8049,470,,,7928,1519,7472,1136,1578,1402,9.11,-5.94,,,7.34,-57.2,0.69,-38.48,43_0009300_0009324-reel_begin_end.tiff
4,11066,424,11834,879,10908,1519,10482,1137,1578,1402,9.06,-3.69,20.26,-25.92,6.76,-57.2,0.55,-38.53,43_0009300_0009324-reel_begin_end.tiff
5,14089,442,14864,872,13915,1521,13512,1136,1578,1402,9.11,-4.57,20.4,-25.58,6.57,-57.29,0.69,-38.48,43_0009300_0009324-reel_begin_end.tiff
6,17088,478,17880,795,16971,1519,16518,1137,1578,1402,9.0,-6.33,20.55,-21.82,7.3,-57.2,0.69,-38.53,43_0009300_0009324-reel_begin_end.tiff
7,20105,485,20894,974,20004,1521,19525,1135,1578,1402,9.11,-6.67,20.61,-30.57,7.63,-57.29,0.65,-38.43,43_0009300_0009324-reel_begin_end.tiff
8,23142,470,,,22998,1523,22558,1137,1578,1402,9.21,-5.94,,,7.11,-57.39,0.69,-38.53,43_0009300_0009324-reel_begin_end.tiff
9,26222,427,,,26084,1523,25648,1140,1578,1402,9.21,-3.84,,,7.2,-57.39,0.84,-38.68,43_0009300_0009324-reel_begin_end.tiff
10,29315,431,,,29194,1519,28738,1135,1578,1402,9.11,-4.03,,,7.34,-57.2,0.69,-38.43,43_0009300_0009324-reel_begin_end.tiff
11,32426,412,,,32298,1522,31859,1152,1578,1402,9.06,-3.1,,,7.2,-57.34,0.8,-39.26,43_0009300_0009324-reel_begin_end.tiff
12,35506,486,,,35439,1521,34945,1140,1578,1402,8.92,-6.72,,,7.94,-57.29,0.74,-38.68,43_0009300_0009324-reel_begin_end.tiff
