A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1580,441,1838,1105,952,1451,120,1181,1604,117,22.94,-3.63,26.79,-36.44,13.59,-53.53,1.19,-40.19,43_0008525_0008549-reel_begin_end.tiff
2,4587,488,4751,1005,4006,1422,3137,1193,1604,117,23.05,-5.95,25.49,-31.5,14.39,-52.1,1.44,-40.78,43_0008525_0008549-reel_begin_end.tiff
3,7597,454,7741,733,6909,1424,6144,1184,1604,117,22.9,-4.27,25.05,-18.06,12.65,-52.2,1.25,-40.34,43_0008525_0008549-reel_begin_end.tiff
4,10587,489,10734,799,9986,1437,9134,1181,1604,117,22.9,-6.0,25.09,-21.32,13.94,-52.84,1.25,-40.19,43_0008525_0008549-reel_begin_end.tiff
5,13590,476,13741,948,12956,1410,12144,1190,1604,117,22.8,-5.36,25.05,-28.68,13.35,-51.5,1.25,-40.63,43_0008525_0008549-reel_begin_end.tiff
6,16610,472,16754,709,15785,1411,15154,1181,1604,117,22.94,-5.16,25.09,-16.87,10.65,-51.55,1.25,-40.19,43_0008525_0008549-reel_begin_end.tiff
7,19617,507,19922,1048,18825,1403,18150,1179,1604,117,23.05,-6.89,27.59,-33.62,11.25,-51.16,1.19,-40.09,43_0008525_0008549-reel_begin_end.tiff
8,22617,503,,,21949,1395,21157,1194,1604,117,23.05,-6.69,,,13.09,-50.76,1.29,-40.83,43_0008525_0008549-reel_begin_end.tiff
9,25633,556,25935,1242,24996,1395,24174,1195,1604,117,23.14,-9.31,27.64,-43.2,13.65,-50.76,1.39,-40.88,43_0008525_0008549-reel_begin_end.tiff
10,28630,487,,,27992,1383,27160,1186,1604,117,23.09,-5.9,,,13.59,-50.17,1.19,-40.44,43_0008525_0008549-reel_begin_end.tiff
11,31627,534,31774,931,30935,1382,30164,1187,1604,117,23.05,-8.23,25.24,-27.84,12.74,-50.12,1.25,-40.49,43_0008525_0008549-reel_begin_end.tiff
12,34643,535,34794,1117,33956,1390,33177,1182,1604,117,23.14,-8.28,25.39,-37.03,12.9,-50.52,1.29,-40.24,43_0008525_0008549-reel_begin_end.tiff
