A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2915,479,3093,1026,2231,1503,1627,1168,1591,1617,20.25,-5.72,22.87,-32.45,10.17,-55.76,1.26,-39.39,43_0008800_0008824-reel_begin_end.tiff
2,5902,421,6073,793,5466,1501,4630,1148,1591,1617,20.06,-2.89,22.58,-21.07,13.63,-55.66,1.31,-38.41,43_0008800_0008824-reel_begin_end.tiff
3,8882,416,9056,1020,8435,1502,7640,1187,1591,1617,19.76,-2.64,22.33,-32.16,13.17,-55.71,1.46,-40.32,43_0008800_0008824-reel_begin_end.tiff
4,11871,427,12049,789,11284,1502,10634,1152,1591,1617,19.6,-3.18,22.22,-20.87,10.95,-55.71,1.37,-38.61,43_0008800_0008824-reel_begin_end.tiff
5,14861,455,15042,808,14489,1499,13650,1171,1591,1617,19.16,-4.55,21.83,-21.8,13.68,-55.56,1.31,-39.54,43_0008800_0008824-reel_begin_end.tiff
6,17831,475,18019,888,17442,1502,16633,1149,1591,1617,18.86,-5.53,21.63,-25.71,13.13,-55.71,1.21,-38.46,43_0008800_0008824-reel_begin_end.tiff
7,20828,444,21009,897,20304,1504,19654,1169,1591,1617,18.67,-4.01,21.34,-26.15,10.95,-55.81,1.37,-39.44,43_0008800_0008824-reel_begin_end.tiff
8,23821,418,24002,921,23230,1507,22664,1155,1591,1617,18.42,-2.74,21.09,-27.32,9.71,-55.95,1.37,-38.75,43_0008800_0008824-reel_begin_end.tiff
9,26801,406,26979,807,26287,1506,25670,1173,1591,1617,17.98,-2.16,20.6,-21.75,10.4,-55.9,1.31,-39.63,43_0008800_0008824-reel_begin_end.tiff
10,29787,393,29975,833,29321,1502,28670,1149,1591,1617,17.63,-1.52,20.4,-23.02,10.76,-55.71,1.16,-38.46,43_0008800_0008824-reel_begin_end.tiff
11,32797,412,32982,800,32502,1501,31700,1150,1591,1617,17.48,-2.45,20.21,-21.41,13.13,-55.66,1.31,-38.51,43_0008800_0008824-reel_begin_end.tiff
12,35784,437,35972,986,35304,1502,34707,1153,1591,1617,17.14,-3.67,19.91,-30.5,10.06,-55.71,1.26,-38.66,43_0008800_0008824-reel_begin_end.tiff
