A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1978,417,,,1794,1517,1405,1138,1584,1398,9.13,-2.45,,,6.44,-56.79,0.73,-38.07,43_0009350_0009374-reel_begin_end.tiff
2,5005,469,,,4871,1520,4418,1141,1584,1398,9.24,-5.02,,,7.27,-56.94,0.63,-38.21,43_0009350_0009374-reel_begin_end.tiff
3,8095,449,,,7974,1520,7521,1134,1584,1398,9.09,-4.03,,,7.32,-56.94,0.68,-37.87,43_0009350_0009374-reel_begin_end.tiff
4,11112,466,12135,1392,11001,1520,10521,1144,1584,1398,9.19,-4.87,24.19,-50.61,7.56,-56.94,0.53,-38.36,43_0009350_0009374-reel_begin_end.tiff
5,14132,451,,,14031,1520,13548,1140,1584,1398,9.05,-4.13,,,7.56,-56.94,0.48,-38.16,43_0009350_0009374-reel_begin_end.tiff
6,17138,472,,,17011,1518,16561,1134,1584,1398,9.13,-5.16,,,7.27,-56.84,0.68,-37.87,43_0009350_0009374-reel_begin_end.tiff
7,20152,467,21155,1231,20041,1521,19571,1135,1584,1398,9.19,-4.92,23.89,-42.66,7.56,-56.99,0.68,-37.92,43_0009350_0009374-reel_begin_end.tiff
8,23172,467,24225,1447,23007,1518,22591,1134,1584,1398,9.19,-4.92,24.63,-53.33,6.77,-56.84,0.68,-37.87,43_0009350_0009374-reel_begin_end.tiff
9,26182,481,27118,1355,26021,1518,25608,1134,1584,1398,9.05,-5.61,22.77,-48.79,6.69,-56.84,0.63,-37.87,43_0009350_0009374-reel_begin_end.tiff
10,29195,455,30071,1216,29074,1522,28611,1135,1584,1398,9.24,-4.32,22.08,-41.92,7.46,-57.04,0.68,-37.92,43_0009350_0009374-reel_begin_end.tiff
11,32219,439,,,32034,1519,31635,1135,1584,1398,9.29,-3.53,,,6.58,-56.89,0.73,-37.92,43_0009350_0009374-reel_begin_end.tiff
12,35325,472,,,35144,1518,34731,1141,1584,1398,9.24,-5.16,,,6.58,-56.84,0.53,-38.21,43_0009350_0009374-reel_begin_end.tiff
