A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1952,605,2779,1250,1823,1510,1396,1167,1596,1389,8.81,-12.36,21.22,-43.33,6.88,-55.81,0.47,-39.34,43_0009500_0009524-reel_begin_end.tiff
2,4971,622,5705,1257,4815,1512,4402,1168,1596,1389,8.95,-13.17,19.96,-43.66,6.61,-55.91,0.41,-39.39,43_0009500_0009524-reel_begin_end.tiff
3,7997,759,8822,1327,7888,1512,7432,1166,1596,1389,9.04,-19.75,21.42,-47.02,7.4,-55.91,0.56,-39.29,43_0009500_0009524-reel_begin_end.tiff
4,11074,632,11843,1286,10952,1511,10506,1167,1596,1389,8.99,-13.65,20.53,-45.06,7.16,-55.86,0.47,-39.34,43_0009500_0009524-reel_begin_end.tiff
5,14160,584,14798,1233,14004,1508,13589,1173,1596,1389,9.08,-11.35,18.65,-42.51,6.74,-55.72,0.51,-39.63,43_0009500_0009524-reel_begin_end.tiff
6,17187,600,17968,1295,17047,1511,16622,1166,1596,1389,9.04,-12.12,20.76,-45.49,6.94,-55.86,0.56,-39.29,43_0009500_0009524-reel_begin_end.tiff
7,20197,670,20984,1282,19632,1166,,,1596,1389,9.04,-15.48,20.85,-44.86,0.56,-39.29,,,43_0009500_0009524-reel_begin_end.tiff
8,23201,631,23991,1282,23054,1509,22636,1166,1596,1389,8.95,-13.6,20.8,-44.86,6.74,-55.76,0.47,-39.29,43_0009500_0009524-reel_begin_end.tiff
9,26218,640,27018,1164,26080,1507,25662,1165,1596,1389,8.9,-14.04,20.91,-39.2,6.83,-55.67,0.56,-39.25,43_0009500_0009524-reel_begin_end.tiff
10,29235,654,30003,1107,29116,1511,28679,1167,1596,1389,8.86,-14.71,20.38,-36.46,7.07,-55.86,0.51,-39.34,43_0009500_0009524-reel_begin_end.tiff
11,32235,654,33013,1212,32116,1511,31682,1167,1596,1389,8.86,-14.71,20.53,-41.5,7.07,-55.86,0.56,-39.34,43_0009500_0009524-reel_begin_end.tiff
12,35255,632,36026,1192,35148,1510,34699,1166,1596,1389,8.86,-13.65,20.43,-40.54,7.25,-55.81,0.51,-39.29,43_0009500_0009524-reel_begin_end.tiff
