A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,902,656,,,704,1526,275,1190,1608,275,9.77,-13.53,,,6.85,-56.75,0.53,-40.05,43_0009125_0009149-reel_begin_end.tiff
2,3915,644,4653,1381,3741,1527,3291,1187,1608,275,9.81,-12.93,20.69,-49.54,7.25,-56.8,0.61,-39.91,43_0009125_0009149-reel_begin_end.tiff
3,6912,658,7781,1412,6754,1525,6288,1189,1608,275,9.77,-13.63,22.58,-51.08,7.44,-56.7,0.57,-40.01,43_0009125_0009149-reel_begin_end.tiff
4,9939,641,10828,1395,9754,1531,9318,1195,1608,275,9.87,-12.78,22.97,-50.24,7.14,-56.99,0.72,-40.3,43_0009125_0009149-reel_begin_end.tiff
5,13009,731,13831,1369,12881,1522,12388,1184,1608,275,9.72,-17.25,21.84,-48.95,7.84,-56.55,0.57,-39.76,43_0009125_0009149-reel_begin_end.tiff
6,16012,481,16707,1242,15851,1527,15381,1186,1608,275,9.77,-4.83,20.01,-42.64,7.39,-56.8,0.47,-39.86,43_0009125_0009149-reel_begin_end.tiff
7,19035,743,,,18864,1521,18408,1197,1608,275,9.96,-17.85,,,7.44,-56.5,0.72,-40.4,43_0009125_0009149-reel_begin_end.tiff
8,22025,628,,,21834,1523,21421,1191,1608,275,9.52,-12.14,,,6.7,-56.6,0.61,-40.1,43_0009125_0009149-reel_begin_end.tiff
9,25072,813,,,24898,1526,24418,1204,1608,275,10.36,-21.33,,,7.79,-56.75,0.72,-40.75,43_0009125_0009149-reel_begin_end.tiff
10,28002,655,,,27864,1522,27408,1186,1608,275,9.32,-13.48,,,7.29,-56.55,0.57,-39.86,43_0009125_0009149-reel_begin_end.tiff
11,31025,614,,,30857,1525,30425,1186,1608,275,9.52,-11.44,,,7.04,-56.7,0.67,-39.86,43_0009125_0009149-reel_begin_end.tiff
12,34002,694,34904,1225,33898,1521,33431,1195,1608,275,9.18,-15.41,22.47,-41.79,7.64,-56.5,0.76,-40.3,43_0009125_0009149-reel_begin_end.tiff
