A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,FLT,filename,CBD,LAT,LON
8,24123.0,491.0,24254.0,1020.0,23432,1502,22647.0,1175.0,1601,1617,22.95,-6.37,24.86,-32.36,12.88,-56.04,1.43,-39.98,141,43_0008600_0008624-reel_begin_end,155,-80.582199,172.3974
9,27143.0,513.0,27438.0,1327.0,26502,1503,25670.0,1184.0,1601,1617,22.95,-7.45,27.25,-47.44,13.61,-56.09,1.48,-40.42,141,43_0008600_0008624-reel_begin_end,156,-80.602707,172.450104
10,30146.0,470.0,30267.0,886.0,29485,1502,28677.0,1188.0,1601,1617,22.99,-5.34,24.76,-25.78,13.36,-56.04,1.58,-40.62,141,43_0008600_0008624-reel_begin_end,157,-80.626007,172.512405
11,33143.0,512.0,33270.0,978.0,32485,1502,31663.0,1177.0,1601,1617,22.95,-7.4,24.8,-30.3,13.36,-56.04,1.37,-40.07,141,43_0008600_0008624-reel_begin_end,158,-80.649307,172.558197
12,36150.0,472.0,36280.0,895.0,35438,1505,34673.0,1176.0,1601,1617,23.05,-5.44,24.95,-26.22,12.67,-56.19,1.52,-40.03,141,43_0008600_0008624-reel_begin_end,159,-80.672607,172.617706
1,1597.0,523.0,1744.0,863.0,926,1504,124.0,1181.0,1601,124,22.93,-8.29,25.09,-24.81,13.04,-55.97,1.22,-40.27,141,43_0008625_0008649-reel_begin_end,160,-80.695801,172.679901
2,4593.0,480.0,4922.0,1314.0,3936,1504,3127.0,1187.0,1601,124,22.87,-6.2,27.72,-46.73,13.18,-55.97,1.26,-40.56,141,43_0008625_0008649-reel_begin_end,161,-80.717804,172.750397
3,7597.0,521.0,7882.0,1246.0,6939,1503,6134.0,1186.0,1601,124,22.93,-8.19,27.13,-43.43,13.23,-55.92,1.36,-40.51,141,43_0008625_0008649-reel_begin_end,162,-80.7397,172.815399
4,10607.0,486.0,10805.0,1115.0,9946,1503,9151.0,1190.0,1601,124,22.93,-6.49,25.85,-37.06,13.18,-55.92,1.47,-40.71,141,43_0008625_0008649-reel_begin_end,163,-80.765701,172.901001
5,13597.0,475.0,13744.0,895.0,12959,1501,12137.0,1185.0,1601,124,22.78,-5.96,24.95,-26.37,13.38,-55.82,1.26,-40.46,141,43_0008625_0008649-reel_begin_end,164,-80.786301,172.972794
6,16607.0,470.0,16764.0,1084.0,15959,1504,15144.0,1187.0,1601,124,22.93,-5.72,25.24,-35.55,13.38,-55.97,1.36,-40.56,141,43_0008625_0008649-reel_begin_end,165,-80.806793,173.032394
7,19623.0,437.0,19771.0,1095.0,18959,1505,18164.0,1192.0,1601,124,23.02,-4.11,25.2,-36.09,13.23,-56.01,1.51,-40.8,141,43_0008625_0008649-reel_begin_end,166,-80.831497,173.091797
8,22613.0,473.0,22764.0,1004.0,21768,1503,21154.0,1191.0,1601,124,22.87,-5.86,25.09,-31.67,10.41,-55.92,1.36,-40.75,141,43_0008625_0008649-reel_begin_end,167,-80.854706,173.145798
9,25623.0,466.0,25801.0,1115.0,24993,1507,24157.0,1192.0,1601,124,23.02,-5.52,25.64,-37.06,13.73,-56.11,1.41,-40.8,141,43_0008625_0008649-reel_begin_end,168,-80.878006,173.206604
10,28650.0,473.0,28787.0,1093.0,28100,1505,27191.0,1190.0,1601,124,22.97,-5.86,24.99,-35.99,14.87,-56.01,1.47,-40.71,141,43_0008625_0008649-reel_begin_end,169,-80.901306,173.266098
11,31647.0,482.0,31791.0,1081.0,31231,1502,30187.0,1193.0,1601,124,22.93,-6.3,25.05,-35.41,16.8,-55.87,1.41,-40.85,141,43_0008625_0008649-reel_begin_end,170,-80.924606,173.340698
12,34640.0,484.0,34777.0,943.0,33989,1506,33187.0,1192.0,1601,124,22.82,-6.4,24.84,-28.7,13.23,-56.06,1.41,-40.8,141,43_0008625_0008649-reel_begin_end,171,-80.947906,173.401505
1,1600.0,471.0,1727.0,1085.0,952,1501,134.0,1174.0,1601,127,22.97,-5.82,24.84,-35.83,13.42,-56.15,1.36,-40.17,141,43_0008675_0008699-reel_begin_end,185,-81.268494,174.381302
2,4600.0,497.0,4737.0,1047.0,3919,1502,3144.0,1198.0,1601,127,22.97,-7.09,24.99,-33.97,12.93,-56.2,1.51,-41.35,141,43_0008675_0008699-reel_begin_end,186,-81.290405,174.4366
3,7600.0,475.0,7727.0,1016.0,6936,1502,6137.0,1187.0,1601,127,22.97,-6.02,24.84,-32.45,13.18,-56.2,1.41,-40.81,141,43_0008675_0008699-reel_begin_end,187,-81.312393,174.515198
4,10613.0,496.0,10744.0,1022.0,9969,1503,9151.0,1187.0,1601,127,23.02,-7.04,24.95,-32.75,13.52,-56.25,1.47,-40.81,141,43_0008675_0008699-reel_begin_end,188,-81.337006,174.581406
5,13613.0,492.0,13744.0,1049.0,12929,1505,12144.0,1177.0,1601,127,23.02,-6.85,24.95,-34.07,12.93,-56.35,1.36,-40.32,141,43_0008675_0008699-reel_begin_end,189,-81.358902,174.648895
6,16610.0,508.0,16737.0,1080.0,15942,1502,15154.0,1193.0,1601,127,22.97,-7.63,24.84,-35.58,13.13,-56.2,1.51,-41.1,141,43_0008675_0008699-reel_begin_end,190,-81.382202,174.734299
7,19623.0,512.0,19754.0,1083.0,18999,1504,18150.0,1162.0,1601,127,23.02,-7.83,24.95,-35.73,13.82,-56.3,1.3,-39.59,141,43_0008675_0008699-reel_begin_end,191,-81.402802,174.815598
8,22633.0,485.0,22764.0,1057.0,22016,1502,21161.0,1179.0,1601,127,23.16,-6.51,25.09,-34.46,14.07,-56.2,1.47,-40.42,141,43_0008675_0008699-reel_begin_end,192,-81.424698,174.884506
9,25630.0,487.0,25761.0,1030.0,25023,1502,24150.0,1166.0,1601,127,23.12,-6.6,25.05,-33.14,14.17,-56.2,1.3,-39.78,141,43_0008675_0008699-reel_begin_end,193,-81.449402,174.9534
10,28643.0,494.0,28767.0,974.0,27969,1504,27157.0,1165.0,1601,127,23.16,-6.95,24.99,-30.4,13.23,-56.3,1.26,-39.73,141,43_0008675_0008699-reel_begin_end,194,-81.471298,175.011398
11,31647.0,497.0,31798.0,1107.0,31013,1503,30170.0,1168.0,1601,127,23.08,-7.09,25.3,-36.9,13.73,-56.25,1.3,-39.88,141,43_0008675_0008699-reel_begin_end,195,-81.494598,175.080307
12,34640.0,508.0,34771.0,1129.0,34009,1503,33160.0,1167.0,1601,127,23.12,-7.63,25.05,-37.98,13.82,-56.25,1.3,-39.83,141,43_0008675_0008699-reel_begin_end,196,-81.516495,175.150604
1,1603.0,472.0,1751.0,986.0,969,1502,124.0,1159.0,1591,124,22.85,-5.33,25.01,-30.72,13.6,-56.21,1.28,-39.27,141,43_0008725_0008749-reel_begin_end,211,-81.853699,176.392899
2,4610.0,478.0,4754.0,1057.0,3922,1501,3130.0,1163.0,1591,124,22.95,-5.63,25.05,-34.23,12.92,-56.16,1.37,-39.47,141,43_0008725_0008749-reel_begin_end,212,-81.878403,176.482193
3,7607.0,491.0,7741.0,1117.0,6741,1501,6120.0,1159.0,1591,124,23.05,-6.27,25.01,-37.19,10.43,-56.16,1.37,-39.27,141,43_0008725_0008749-reel_begin_end,213,-81.900299,176.552399
4,10610.0,516.0,10768.0,1039.0,9973,1502,9134.0,1160.0,1591,124,22.95,-7.5,25.25,-33.34,13.66,-56.21,1.43,-39.32,141,43_0008725_0008749-reel_begin_end,214,-81.923706,176.630707
5,13623.0,454.0,13768.0,975.0,13134,1500,12144.0,1160.0,1591,124,22.99,-4.44,25.11,-30.18,15.86,-56.12,1.43,-39.32,141,43_0008725_0008749-reel_begin_end,215,-81.945602,176.7146
6,16607.0,471.0,16764.0,727.0,15956,1501,15140.0,1168.0,1591,124,22.76,-5.28,25.05,-17.93,13.27,-56.16,1.37,-39.71,141,43_0008725_0008749-reel_begin_end,216,-81.968903,176.792892
7,19617.0,469.0,19764.0,981.0,18989,1501,18151.0,1182.0,1591,124,22.91,-5.18,25.05,-30.48,13.75,-56.16,1.53,-40.41,141,43_0008725_0008749-reel_begin_end,217,-81.994904,176.883499
8,22627.0,492.0,22774.0,1010.0,21942,1500,21157.0,1175.0,1591,124,22.76,-6.32,24.9,-31.91,12.77,-56.12,1.33,-40.06,141,43_0008725_0008749-reel_begin_end,218,-82.018295,176.968704
9,25620.0,543.0,25804.0,858.0,24919,1503,24154.0,1184.0,1591,124,22.8,-8.84,25.49,-24.4,12.58,-56.26,1.43,-40.5,141,43_0008725_0008749-reel_begin_end,219,-82.037506,177.062103
10,28633.0,488.0,28768.0,739.0,27946,1501,27154.0,1171.0,1591,124,22.99,-6.12,24.96,-18.52,12.98,-56.16,1.43,-39.86,141,43_0008725_0008749-reel_begin_end,220,-82.062103,177.148605
11,31643.0,461.0,31791.0,1087.0,30946,1502,30167.0,1158.0,1591,124,22.99,-4.79,25.15,-35.71,12.83,-56.21,1.47,-39.22,141,43_0008725_0008749-reel_begin_end,221,-82.084106,177.235107
12,34643.0,478.0,34798.0,904.0,33966,1502,33171.0,1185.0,1591,124,22.99,-5.63,25.25,-26.67,13.12,-56.21,1.53,-40.55,141,43_0008725_0008749-reel_begin_end,222,-82.106003,177.329895
1,3103.0,475.0,3261.0,879.0,2640,1503,1641.0,1189.0,1591,1634,22.86,-5.53,25.17,-25.27,16.07,-55.76,1.43,-40.42,141,43_0008750_0008774-reel_begin_end,224,-82.152603,177.5056
2,6107.0,484.0,6254.0,1047.0,5432,1507,4627.0,1161.0,1591,1634,23.06,-5.97,25.22,-33.48,13.17,-55.95,1.37,-39.05,141,43_0008750_0008774-reel_begin_end,225,-82.173203,177.596298
3,9103.0,490.0,9258.0,1025.0,8432,1504,7637.0,1185.0,1591,1634,23.0,-6.26,25.28,-32.4,13.17,-55.81,1.51,-40.22,141,43_0008750_0008774-reel_begin_end,226,-82.197906,177.690903
4,12120.0,490.0,12284.0,1011.0,11483,1501,10647.0,1170.0,1591,1634,22.96,-6.26,25.36,-31.72,13.62,-55.66,1.37,-39.49,141,43_0008750_0008774-reel_begin_end,227,-82.219894,177.781494
5,15120.0,467.0,15281.0,932.0,14456,1503,13644.0,1158.0,1591,1634,22.96,-5.14,25.32,-27.86,13.23,-55.76,1.32,-38.9,141,43_0008750_0008774-reel_begin_end,228,-82.244507,177.873398
6,18113.0,458.0,18268.0,1022.0,17449,1502,16647.0,1182.0,1591,1634,22.86,-4.7,25.13,-32.25,13.12,-55.71,1.37,-40.07,141,43_0008750_0008774-reel_begin_end,229,-82.263702,177.970795
7,21127.0,478.0,21284.0,926.0,20476,1505,19654.0,1177.0,1591,1634,23.06,-5.67,25.36,-27.56,13.52,-55.86,1.47,-39.83,141,43_0008750_0008774-reel_begin_end,230,-82.287003,178.055893
8,24133.0,480.0,24291.0,931.0,23422,1504,22667.0,1186.0,1591,1634,23.0,-5.77,25.32,-27.81,12.58,-55.81,1.51,-40.27,141,43_0008750_0008774-reel_begin_end,231,-82.311707,178.147797
9,27127.0,486.0,27315.0,970.0,26496,1502,25667.0,1195.0,1591,1634,22.92,-6.06,25.67,-29.71,13.67,-55.71,1.51,-40.71,141,43_0008750_0008774-reel_begin_end,232,-82.333694,178.241104
10,30133.0,476.0,30301.0,766.0,29657,1498,28664.0,1174.0,1591,1634,23.0,-5.58,25.47,-19.75,16.03,-55.51,1.47,-39.68,141,43_0008750_0008774-reel_begin_end,233,-82.356995,178.320602
11,33147.0,446.0,33314.0,788.0,32482,1501,31670.0,1155.0,1591,1634,22.92,-4.11,25.36,-20.82,13.17,-55.66,1.26,-38.75,141,43_0008750_0008774-reel_begin_end,234,-82.380295,178.401505
12,36137.0,435.0,36304.0,1006.0,35476,1501,34664.0,1155.0,1591,1634,22.92,-3.57,25.36,-31.47,13.23,-55.66,1.32,-38.75,141,43_0008750_0008774-reel_begin_end,235,-82.403595,178.501495
1,1593.0,503.0,1754.0,679.0,1120,1496,124.0,1173.0,1598,117,23.03,-6.32,25.41,-15.11,16.02,-55.93,1.26,-39.79,141,43_0008775_0008799-reel_begin_end,236,-82.428299,178.604401
2,4607.0,500.0,4764.0,859.0,3976,1506,3124.0,1159.0,1598,117,23.09,-6.17,25.41,-24.11,13.73,-56.43,1.11,-39.09,141,43_0008775_0008799-reel_begin_end,237,-82.450302,178.705795
3,7597.0,455.0,7761.0,795.0,6939,1502,6127.0,1170.0,1598,117,23.09,-3.92,25.52,-20.91,13.33,-56.23,1.3,-39.64,141,43_0008775_0008799-reel_begin_end,238,-82.472198,178.794907
4,10603.0,480.0,10768.0,851.0,9956,1506,9124.0,1157.0,1598,117,23.18,-5.17,25.62,-23.71,13.59,-56.43,1.26,-38.99,141,43_0008775_0008799-reel_begin_end,239,-82.494202,178.899002
5,13597.0,458.0,13761.0,768.0,12956,1505,12147.0,1172.0,1598,117,22.79,-4.07,25.22,-19.56,13.29,-56.38,1.3,-39.74,141,43_0008775_0008799-reel_begin_end,240,-82.518906,179.003204
6,16566.0,471.0,16734.0,683.0,16016,1500,15144.0,1177.0,1598,117,22.33,-4.72,24.82,-15.31,14.18,-56.13,1.26,-39.99,141,43_0008775_0008799-reel_begin_end,241,-82.539398,179.100494
7,19555.0,478.0,19726.0,877.0,18968,1497,18132.0,1148.0,1598,117,22.29,-5.07,24.82,-25.01,13.59,-55.98,1.2,-38.54,141,43_0008775_0008799-reel_begin_end,242,-82.564194,179.205994
8,22558.0,445.0,22729.0,736.0,21944,1498,21146.0,1152.0,1598,117,22.03,-3.43,24.57,-17.96,12.93,-56.03,1.11,-38.74,141,43_0008775_0008799-reel_begin_end,243,-82.583405,179.312897
9,25538.0,482.0,25716.0,731.0,25005,1500,24163.0,1177.0,1598,117,21.74,-5.27,24.38,-17.71,13.84,-56.13,1.36,-39.99,141,43_0008775_0008799-reel_begin_end,244,-82.605301,179.447205
10,28528.0,513.0,28692.0,808.0,27998,1503,27152.0,1162.0,1598,117,21.59,-6.82,24.02,-21.56,13.73,-56.28,1.2,-39.24,141,43_0008775_0008799-reel_begin_end,245,-82.628601,179.533493
11,31518.0,446.0,31692.0,766.0,30807,1503,30166.0,1164.0,1598,117,21.29,-3.48,23.87,-19.46,10.76,-56.28,1.26,-39.34,141,43_0008775_0008799-reel_begin_end,246,-82.650604,179.634796
12,34514.0,418.0,34679.0,844.0,34011,1499,33176.0,1177.0,1598,117,21.09,-2.08,23.53,-23.36,13.63,-56.08,1.26,-39.99,141,43_0008775_0008799-reel_begin_end,247,-82.671204,179.742996
1,2915.0,479.0,3093.0,1026.0,2231,1503,1627.0,1168.0,1591,1617,20.25,-5.72,22.87,-32.45,10.17,-55.76,1.26,-39.39,141,43_0008800_0008824-reel_begin_end,249,-82.715103,179.963593
2,5902.0,421.0,6073.0,793.0,5466,1501,4630.0,1148.0,1591,1617,20.06,-2.89,22.58,-21.07,13.63,-55.66,1.31,-38.41,141,43_0008800_0008824-reel_begin_end,250,-82.737106,-179.947403
3,8882.0,416.0,9056.0,1020.0,8435,1502,7640.0,1187.0,1591,1617,19.76,-2.64,22.33,-32.16,13.17,-55.71,1.46,-40.32,141,43_0008800_0008824-reel_begin_end,251,-82.761795,-179.850403
4,11871.0,427.0,12049.0,789.0,11284,1502,10634.0,1152.0,1591,1617,19.6,-3.18,22.22,-20.87,10.95,-55.71,1.37,-38.61,141,43_0008800_0008824-reel_begin_end,252,-82.782303,-179.751801
5,14861.0,455.0,15042.0,808.0,14489,1499,13650.0,1171.0,1591,1617,19.16,-4.55,21.83,-21.8,13.68,-55.56,1.31,-39.54,141,43_0008800_0008824-reel_begin_end,253,-82.804306,-179.632599
6,17831.0,475.0,18019.0,888.0,17442,1502,16633.0,1149.0,1591,1617,18.86,-5.53,21.63,-25.71,13.13,-55.71,1.21,-38.46,141,43_0008800_0008824-reel_begin_end,254,-82.824905,-179.520401
7,20828.0,444.0,21009.0,897.0,20304,1504,19654.0,1169.0,1591,1617,18.67,-4.01,21.34,-26.15,10.95,-55.81,1.37,-39.44,141,43_0008800_0008824-reel_begin_end,255,-82.845505,-179.406693
8,23821.0,418.0,24002.0,921.0,23230,1507,22664.0,1155.0,1591,1617,18.42,-2.74,21.09,-27.32,9.71,-55.95,1.37,-38.75,141,43_0008800_0008824-reel_begin_end,256,-82.866104,-179.305405
9,26801.0,406.0,26979.0,807.0,26287,1506,25670.0,1173.0,1591,1617,17.98,-2.16,20.6,-21.75,10.4,-55.9,1.31,-39.63,141,43_0008800_0008824-reel_begin_end,257,-82.889404,-179.219299
10,29787.0,393.0,29975.0,833.0,29321,1502,28670.0,1149.0,1591,1617,17.63,-1.52,20.4,-23.02,10.76,-55.71,1.16,-38.46,141,43_0008800_0008824-reel_begin_end,258,-82.910004,-179.118103
11,32797.0,412.0,32982.0,800.0,32502,1501,31700.0,1150.0,1591,1617,17.48,-2.45,20.21,-21.41,13.13,-55.66,1.31,-38.51,141,43_0008800_0008824-reel_begin_end,259,-82.930603,-179.015396
12,35784.0,437.0,35972.0,986.0,35304,1502,34707.0,1153.0,1591,1617,17.14,-3.67,19.91,-30.5,10.06,-55.71,1.26,-38.66,141,43_0008800_0008824-reel_begin_end,260,-82.949799,-178.905899
2,3845.0,350.0,4530.0,879.0,3704,1528,3322.0,1171.0,1588,291,9.02,0.75,18.96,-25.1,6.98,-56.82,1.44,-39.37,141,43_0008875_0008899-reel_begin_end,286,-83.2733,-176.943207
3,6868.0,454.0,7895.0,1447.0,6724,1537,6328.0,1173.0,1588,291,9.07,-4.34,23.96,-52.86,6.98,-57.26,1.24,-39.47,141,43_0008875_0008899-reel_begin_end,287,-83.270493,-177.111206
4,9862.0,506.0,10529.0,969.0,9731,1526,9315.0,1155.0,1588,291,9.13,-6.88,18.8,-29.5,7.23,-56.72,1.19,-38.59,141,43_0008875_0008899-reel_begin_end,288,-83.268906,-177.292892
5,12882.0,446.0,13553.0,926.0,12775,1525,12318.0,1153.0,1588,291,9.27,-3.95,19.0,-27.4,7.72,-56.67,1.09,-38.49,141,43_0008875_0008899-reel_begin_end,289,-83.270096,-177.466599
