A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
2,3845,350,4530,879,3704,1528,3322,1171,1588,291,9.02,0.75,18.96,-25.1,6.98,-56.82,1.44,-39.37,43_0008875_0008899-reel_begin_end.tiff
3,6868,454,7895,1447,6724,1537,6328,1173,1588,291,9.07,-4.34,23.96,-52.86,6.98,-57.26,1.24,-39.47,43_0008875_0008899-reel_begin_end.tiff
4,9862,506,10529,969,9731,1526,9315,1155,1588,291,9.13,-6.88,18.8,-29.5,7.23,-56.72,1.19,-38.59,43_0008875_0008899-reel_begin_end.tiff
5,12882,446,13553,926,12775,1525,12318,1153,1588,291,9.27,-3.95,19.0,-27.4,7.72,-56.67,1.09,-38.49,43_0008875_0008899-reel_begin_end.tiff
6,15892,459,16566,1082,15741,1526,15338,1156,1588,291,9.27,-4.58,19.04,-35.02,7.08,-56.72,1.24,-38.64,43_0008875_0008899-reel_begin_end.tiff
7,18875,506,19781,1315,18768,1522,18335,1159,1588,291,9.02,-6.88,22.16,-46.41,7.47,-56.52,1.19,-38.79,43_0008875_0008899-reel_begin_end.tiff
8,21875,461,22794,1287,21724,1521,21335,1157,1588,291,9.02,-4.68,22.35,-45.04,6.83,-56.47,1.19,-38.69,43_0008875_0008899-reel_begin_end.tiff
9,24885,438,25818,1341,24758,1524,24355,1166,1588,291,9.02,-3.55,22.55,-47.68,7.18,-56.62,1.34,-39.13,43_0008875_0008899-reel_begin_end.tiff
10,27885,496,28865,1438,27764,1526,27345,1163,1588,291,9.02,-6.39,23.23,-52.42,7.27,-56.72,1.19,-38.98,43_0008875_0008899-reel_begin_end.tiff
11,30885,497,31771,1232,30771,1522,30345,1166,1588,291,9.02,-6.44,21.87,-42.35,7.37,-56.52,1.19,-39.13,43_0008875_0008899-reel_begin_end.tiff
12,33898,428,34791,1460,33758,1519,33348,1177,1588,291,9.07,-3.07,22.02,-53.49,7.04,-56.38,1.09,-39.66,43_0008875_0008899-reel_begin_end.tiff
