A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3419,418,4003,899,3348,1523,2912,1151,1581,2911,8.22,-2.95,16.64,-26.58,7.2,-57.24,0.91,-38.96,43_0009875_0009899-reel_begin_end.tiff
2,6439,401,7023,814,6325,1522,5939,1159,1581,2911,8.22,-2.11,16.64,-22.41,6.58,-57.19,1.01,-39.36,43_0009875_0009899-reel_begin_end.tiff
3,9452,429,10053,1040,9375,1519,8955,1151,1581,2911,7.98,-3.49,16.64,-33.51,6.87,-57.04,0.81,-38.96,43_0009875_0009899-reel_begin_end.tiff
4,12462,418,13526,1494,12341,1523,11962,1161,1581,2911,8.12,-2.95,23.47,-55.81,6.38,-57.24,0.91,-39.45,43_0009875_0009899-reel_begin_end.tiff
5,15472,420,16378,1458,15361,1522,14962,1148,1581,2911,7.98,-3.05,21.04,-54.05,6.38,-57.19,0.62,-38.81,43_0009875_0009899-reel_begin_end.tiff
6,18502,425,,,18385,1521,17989,1148,1581,2911,8.12,-3.29,,,6.43,-57.14,0.72,-38.81,43_0009875_0009899-reel_begin_end.tiff
7,21502,441,,,21411,1522,21002,1156,1581,2911,8.12,-4.08,,,6.81,-57.19,0.91,-39.21,43_0009875_0009899-reel_begin_end.tiff
8,24510,428,25087,868,24423,1524,24004,1148,1581,2911,8.02,-3.44,16.34,-25.06,6.76,-57.29,0.72,-38.81,43_0009875_0009899-reel_begin_end.tiff
9,27537,406,28111,915,27473,1523,27027,1148,1581,2911,7.98,-2.36,16.25,-27.37,7.05,-57.24,0.62,-38.81,43_0009875_0009899-reel_begin_end.tiff
10,30547,452,31124,877,30450,1521,30047,1160,1581,2911,8.12,-4.62,16.44,-25.5,6.72,-57.14,0.91,-39.4,43_0009875_0009899-reel_begin_end.tiff
11,33554,423,34127,892,33460,1524,33047,1152,1581,2911,8.22,-3.19,16.49,-26.24,6.87,-57.29,0.91,-39.01,43_0009875_0009899-reel_begin_end.tiff
