A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3103,475,3261,879,2640,1503,1641,1189,1591,1634,22.86,-5.53,25.17,-25.27,16.07,-55.76,1.43,-40.42,43_0008750_0008774-reel_begin_end.tiff
2,6107,484,6254,1047,5432,1507,4627,1161,1591,1634,23.06,-5.97,25.22,-33.48,13.17,-55.95,1.37,-39.05,43_0008750_0008774-reel_begin_end.tiff
3,9103,490,9258,1025,8432,1504,7637,1185,1591,1634,23.0,-6.26,25.28,-32.4,13.17,-55.81,1.51,-40.22,43_0008750_0008774-reel_begin_end.tiff
4,12120,490,12284,1011,11483,1501,10647,1170,1591,1634,22.96,-6.26,25.36,-31.72,13.62,-55.66,1.37,-39.49,43_0008750_0008774-reel_begin_end.tiff
5,15120,467,15281,932,14456,1503,13644,1158,1591,1634,22.96,-5.14,25.32,-27.86,13.23,-55.76,1.32,-38.9,43_0008750_0008774-reel_begin_end.tiff
6,18113,458,18268,1022,17449,1502,16647,1182,1591,1634,22.86,-4.7,25.13,-32.25,13.12,-55.71,1.37,-40.07,43_0008750_0008774-reel_begin_end.tiff
7,21127,478,21284,926,20476,1505,19654,1177,1591,1634,23.06,-5.67,25.36,-27.56,13.52,-55.86,1.47,-39.83,43_0008750_0008774-reel_begin_end.tiff
8,24133,480,24291,931,23422,1504,22667,1186,1591,1634,23.0,-5.77,25.32,-27.81,12.58,-55.81,1.51,-40.27,43_0008750_0008774-reel_begin_end.tiff
9,27127,486,27315,970,26496,1502,25667,1195,1591,1634,22.92,-6.06,25.67,-29.71,13.67,-55.71,1.51,-40.71,43_0008750_0008774-reel_begin_end.tiff
10,30133,476,30301,766,29657,1498,28664,1174,1591,1634,23.0,-5.58,25.47,-19.75,16.03,-55.51,1.47,-39.68,43_0008750_0008774-reel_begin_end.tiff
11,33147,446,33314,788,32482,1501,31670,1155,1591,1634,22.92,-4.11,25.36,-20.82,13.17,-55.66,1.26,-38.75,43_0008750_0008774-reel_begin_end.tiff
12,36137,435,36304,1006,35476,1501,34664,1155,1591,1634,22.92,-3.57,25.36,-31.47,13.23,-55.66,1.32,-38.75,43_0008750_0008774-reel_begin_end.tiff
