A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3510,506,4157,730,3388,1511,2914,1124,1593,2907,9.33,-6.75,18.99,-17.84,7.51,-56.5,0.43,-37.35,43_0009625_0009649-reel_begin_end.tiff
2,6513,482,7163,907,6342,1502,5914,1124,1593,2907,9.37,-5.57,19.08,-26.61,6.82,-56.06,0.43,-37.35,43_0009625_0009649-reel_begin_end.tiff
3,9527,492,10168,809,9368,1510,8934,1124,1593,2907,9.29,-6.06,18.85,-21.75,6.91,-56.46,0.43,-37.35,43_0009625_0009649-reel_begin_end.tiff
4,12553,493,13188,675,12410,1509,11963,1128,1593,2907,9.37,-6.11,18.85,-15.12,7.24,-56.41,0.57,-37.55,43_0009625_0009649-reel_begin_end.tiff
5,15560,473,16188,763,15419,1513,14957,1127,1593,2907,9.48,-5.12,18.85,-19.48,7.37,-56.6,0.48,-37.5,43_0009625_0009649-reel_begin_end.tiff
6,18567,463,19192,776,18414,1510,17971,1125,1593,2907,9.29,-4.63,18.61,-20.12,7.0,-56.46,0.39,-37.4,43_0009625_0009649-reel_begin_end.tiff
7,21597,467,22218,806,21415,1510,20997,1126,1593,2907,9.43,-4.82,18.7,-21.61,6.72,-56.46,0.48,-37.45,43_0009625_0009649-reel_begin_end.tiff
8,24600,442,25203,655,24475,1511,24004,1125,1593,2907,9.33,-3.59,18.33,-14.13,7.46,-56.5,0.43,-37.4,43_0009625_0009649-reel_begin_end.tiff
9,27616,466,28216,679,27460,1506,27010,1125,1593,2907,9.57,-4.77,18.53,-15.32,7.24,-56.26,0.52,-37.4,43_0009625_0009649-reel_begin_end.tiff
10,30643,483,31227,769,30452,1507,30034,1132,1593,2907,9.52,-5.62,18.24,-19.77,6.67,-56.31,0.43,-37.74,43_0009625_0009649-reel_begin_end.tiff
11,33650,503,34243,795,33497,1509,33044,1131,1593,2907,9.48,-6.61,18.33,-21.06,7.2,-56.41,0.43,-37.69,43_0009625_0009649-reel_begin_end.tiff
