A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1597,523,1744,863,926,1504,124,1181,1601,124,22.93,-8.29,25.09,-24.81,13.04,-55.97,1.22,-40.27,43_0008625_0008649-reel_begin_end.tiff
2,4593,480,4922,1314,3936,1504,3127,1187,1601,124,22.87,-6.2,27.72,-46.73,13.18,-55.97,1.26,-40.56,43_0008625_0008649-reel_begin_end.tiff
3,7597,521,7882,1246,6939,1503,6134,1186,1601,124,22.93,-8.19,27.13,-43.43,13.23,-55.92,1.36,-40.51,43_0008625_0008649-reel_begin_end.tiff
4,10607,486,10805,1115,9946,1503,9151,1190,1601,124,22.93,-6.49,25.85,-37.06,13.18,-55.92,1.47,-40.71,43_0008625_0008649-reel_begin_end.tiff
5,13597,475,13744,895,12959,1501,12137,1185,1601,124,22.78,-5.96,24.95,-26.37,13.38,-55.82,1.26,-40.46,43_0008625_0008649-reel_begin_end.tiff
6,16607,470,16764,1084,15959,1504,15144,1187,1601,124,22.93,-5.72,25.24,-35.55,13.38,-55.97,1.36,-40.56,43_0008625_0008649-reel_begin_end.tiff
7,19623,437,19771,1095,18959,1505,18164,1192,1601,124,23.02,-4.11,25.2,-36.09,13.23,-56.01,1.51,-40.8,43_0008625_0008649-reel_begin_end.tiff
8,22613,473,22764,1004,21768,1503,21154,1191,1601,124,22.87,-5.86,25.09,-31.67,10.41,-55.92,1.36,-40.75,43_0008625_0008649-reel_begin_end.tiff
9,25623,466,25801,1115,24993,1507,24157,1192,1601,124,23.02,-5.52,25.64,-37.06,13.73,-56.11,1.41,-40.8,43_0008625_0008649-reel_begin_end.tiff
10,28650,473,28787,1093,28100,1505,27191,1190,1601,124,22.97,-5.86,24.99,-35.99,14.87,-56.01,1.47,-40.71,43_0008625_0008649-reel_begin_end.tiff
11,31647,482,31791,1081,31231,1502,30187,1193,1601,124,22.93,-6.3,25.05,-35.41,16.8,-55.87,1.41,-40.85,43_0008625_0008649-reel_begin_end.tiff
12,34640,484,34777,943,33989,1506,33187,1192,1601,124,22.82,-6.4,24.84,-28.7,13.23,-56.06,1.41,-40.8,43_0008625_0008649-reel_begin_end.tiff
