A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2379,476,2979,1186,2248,1529,1775,1149,1601,1768,9.59,-5.46,18.38,-39.78,7.67,-56.36,0.73,-37.99,43_0008950_0008974-reel_begin_end.tiff
2,5379,482,6154,1313,5207,1529,4775,1153,1601,1768,9.44,-5.75,20.8,-45.92,6.92,-56.36,0.59,-38.18,43_0008950_0008974-reel_begin_end.tiff
3,8395,494,8929,1060,8258,1528,7805,1153,1601,1768,9.38,-6.33,17.21,-33.69,7.38,-56.31,0.73,-38.18,43_0008950_0008974-reel_begin_end.tiff
4,11399,456,11992,1383,11278,1527,10808,1157,1601,1768,9.44,-4.49,18.13,-49.3,7.67,-56.26,0.78,-38.38,43_0008950_0008974-reel_begin_end.tiff
5,14415,443,15009,1411,14291,1530,13808,1145,1601,1768,9.53,-3.87,18.24,-50.65,7.71,-56.41,0.63,-37.8,43_0008950_0008974-reel_begin_end.tiff
6,17525,471,18116,1422,17347,1527,16925,1152,1601,1768,9.53,-5.22,18.19,-51.19,6.92,-56.26,0.73,-38.14,43_0008950_0008974-reel_begin_end.tiff
7,20599,498,,,20468,1525,20011,1161,1601,1768,9.44,-6.52,,,7.52,-56.16,0.82,-38.57,43_0008950_0008974-reel_begin_end.tiff
8,23609,473,24451,1407,23474,1525,23018,1152,1601,1768,9.44,-5.32,21.78,-50.46,7.46,-56.16,0.78,-38.14,43_0008950_0008974-reel_begin_end.tiff
9,26635,479,27541,1396,26441,1524,26031,1148,1601,1768,9.53,-5.61,22.81,-49.93,6.69,-56.12,0.68,-37.94,43_0008950_0008974-reel_begin_end.tiff
10,29639,461,30524,1216,29481,1525,29021,1144,1601,1768,9.74,-4.74,22.71,-41.23,7.42,-56.16,0.68,-37.75,43_0008950_0008974-reel_begin_end.tiff
11,32625,447,33414,1314,32491,1529,32018,1146,1601,1768,9.53,-4.06,21.1,-45.97,7.57,-56.36,0.63,-37.85,43_0008950_0008974-reel_begin_end.tiff
12,35639,477,36551,1449,35471,1527,35038,1145,1601,1768,9.59,-5.51,22.96,-52.49,7.13,-56.26,0.78,-37.8,43_0008950_0008974-reel_begin_end.tiff
