A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1901,408,2509,983,1807,1521,1398,1141,1588,1398,8.03,-2.29,16.89,-30.54,6.66,-56.98,0.69,-38.31,43_0009850_0009874-reel_begin_end.tiff
2,4928,431,5498,752,4814,1521,4425,1159,1588,1398,8.27,-3.42,16.58,-19.19,6.61,-56.98,0.94,-39.19,43_0009850_0009874-reel_begin_end.tiff
3,7955,421,8552,1115,7837,1521,7441,1151,1588,1398,8.23,-2.93,16.93,-37.03,6.51,-56.98,0.74,-38.8,43_0009850_0009874-reel_begin_end.tiff
4,10948,464,11552,1079,10867,1522,10435,1160,1588,1398,8.13,-5.04,16.93,-35.26,6.95,-57.03,0.65,-39.24,43_0009850_0009874-reel_begin_end.tiff
5,13961,421,14552,901,13854,1521,13445,1150,1588,1398,8.17,-2.93,16.79,-26.51,6.61,-56.98,0.65,-38.75,43_0009850_0009874-reel_begin_end.tiff
6,16998,484,17602,838,16907,1521,16485,1151,1588,1398,8.27,-6.03,17.08,-23.42,6.95,-56.98,0.8,-38.8,43_0009850_0009874-reel_begin_end.tiff
7,19991,444,20615,897,19894,1522,19505,1166,1588,1398,8.03,-4.06,17.12,-26.32,6.61,-57.03,0.94,-39.53,43_0009850_0009874-reel_begin_end.tiff
8,23005,425,23585,870,22897,1521,22491,1149,1588,1398,8.23,-3.13,16.69,-24.99,6.66,-56.98,0.74,-38.7,43_0009850_0009874-reel_begin_end.tiff
9,26021,440,26622,1213,25954,1523,25515,1149,1588,1398,8.17,-3.87,16.93,-41.84,7.2,-57.07,0.8,-38.7,43_0009850_0009874-reel_begin_end.tiff
10,29041,465,29628,851,28944,1522,28535,1150,1588,1398,8.17,-5.09,16.73,-24.06,6.76,-57.03,0.8,-38.75,43_0009850_0009874-reel_begin_end.tiff
11,32041,414,32904,1324,31954,1523,31531,1150,1588,1398,8.17,-2.59,20.75,-47.3,6.9,-57.07,0.74,-38.75,43_0009850_0009874-reel_begin_end.tiff
12,35068,444,35669,810,34951,1520,34551,1153,1588,1398,8.27,-4.06,17.04,-22.04,6.57,-56.93,0.74,-38.9,43_0009850_0009874-reel_begin_end.tiff
