A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3543,640,4296,934,3412,1508,2984,1166,1596,2977,8.72,-13.08,19.68,-27.63,6.82,-56.05,0.59,-39.12,43_0009475_0009499-reel_begin_end.tiff
2,6572,639,7316,970,6447,1510,6007,1166,1596,2977,8.85,-13.03,19.68,-29.41,7.03,-56.15,0.63,-39.12,43_0009475_0009499-reel_begin_end.tiff
3,9589,634,10342,959,9489,1510,9024,1167,1596,2977,8.81,-12.78,19.77,-28.87,7.35,-56.15,0.59,-39.17,43_0009475_0009499-reel_begin_end.tiff
4,12583,649,13336,916,12455,1509,12027,1166,1596,2977,8.72,-13.52,19.68,-26.74,6.86,-56.1,0.63,-39.12,43_0009475_0009499-reel_begin_end.tiff
5,15593,650,16356,1031,15481,1512,15044,1166,1596,2977,8.58,-13.57,19.68,-32.43,6.95,-56.24,0.59,-39.12,43_0009475_0009499-reel_begin_end.tiff
6,18620,620,19382,1015,18498,1510,18067,1166,1596,2977,8.68,-12.09,19.77,-31.64,6.9,-56.15,0.63,-39.12,43_0009475_0009499-reel_begin_end.tiff
7,21623,637,22388,1051,21482,1512,21067,1167,1596,2977,8.72,-12.93,19.85,-33.42,6.67,-56.24,0.63,-39.17,43_0009475_0009499-reel_begin_end.tiff
8,24640,636,25399,1069,24508,1513,24087,1167,1596,2977,8.68,-12.88,19.72,-34.32,6.76,-56.29,0.63,-39.17,43_0009475_0009499-reel_begin_end.tiff
9,27663,635,28444,1208,27544,1512,27107,1168,1596,2977,8.72,-12.83,20.09,-41.2,6.99,-56.24,0.63,-39.22,43_0009475_0009499-reel_begin_end.tiff
10,30663,629,31454,1169,30563,1505,30111,1167,1596,2977,8.58,-12.53,20.09,-39.27,7.12,-55.9,0.55,-39.17,43_0009475_0009499-reel_begin_end.tiff
11,33671,611,34465,1163,33562,1512,33122,1167,1596,2977,8.53,-11.64,20.09,-38.97,6.95,-56.24,0.55,-39.17,43_0009475_0009499-reel_begin_end.tiff
