A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1600,471,1727,1085,952,1501,134,1174,1601,127,22.97,-5.82,24.84,-35.83,13.42,-56.15,1.36,-40.17,43_0008675_0008699-reel_begin_end.tiff
2,4600,497,4737,1047,3919,1502,3144,1198,1601,127,22.97,-7.09,24.99,-33.97,12.93,-56.2,1.51,-41.35,43_0008675_0008699-reel_begin_end.tiff
3,7600,475,7727,1016,6936,1502,6137,1187,1601,127,22.97,-6.02,24.84,-32.45,13.18,-56.2,1.41,-40.81,43_0008675_0008699-reel_begin_end.tiff
4,10613,496,10744,1022,9969,1503,9151,1187,1601,127,23.02,-7.04,24.95,-32.75,13.52,-56.25,1.47,-40.81,43_0008675_0008699-reel_begin_end.tiff
5,13613,492,13744,1049,12929,1505,12144,1177,1601,127,23.02,-6.85,24.95,-34.07,12.93,-56.35,1.36,-40.32,43_0008675_0008699-reel_begin_end.tiff
6,16610,508,16737,1080,15942,1502,15154,1193,1601,127,22.97,-7.63,24.84,-35.58,13.13,-56.2,1.51,-41.1,43_0008675_0008699-reel_begin_end.tiff
7,19623,512,19754,1083,18999,1504,18150,1162,1601,127,23.02,-7.83,24.95,-35.73,13.82,-56.3,1.3,-39.59,43_0008675_0008699-reel_begin_end.tiff
8,22633,485,22764,1057,22016,1502,21161,1179,1601,127,23.16,-6.51,25.09,-34.46,14.07,-56.2,1.47,-40.42,43_0008675_0008699-reel_begin_end.tiff
9,25630,487,25761,1030,25023,1502,24150,1166,1601,127,23.12,-6.6,25.05,-33.14,14.17,-56.2,1.3,-39.78,43_0008675_0008699-reel_begin_end.tiff
10,28643,494,28767,974,27969,1504,27157,1165,1601,127,23.16,-6.95,24.99,-30.4,13.23,-56.3,1.26,-39.73,43_0008675_0008699-reel_begin_end.tiff
11,31647,497,31798,1107,31013,1503,30170,1168,1601,127,23.08,-7.09,25.3,-36.9,13.73,-56.25,1.3,-39.88,43_0008675_0008699-reel_begin_end.tiff
12,34640,508,34771,1129,34009,1503,33160,1167,1601,127,23.12,-7.63,25.05,-37.98,13.82,-56.25,1.3,-39.83,43_0008675_0008699-reel_begin_end.tiff
