A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,4282,412,4470,909,3169,1400,2759,1089,1569,2755,23.15,-2.99,26.01,-27.46,6.2,-51.65,-0.04,-36.33,39_0001375_0001399-reel_begin_end.tiff
2,7288,382,7459,766,6186,1403,5773,1097,1569,2755,23.09,-1.51,25.69,-20.42,6.31,-51.8,0.02,-36.72,39_0001375_0001399-reel_begin_end.tiff
3,10312,403,10497,877,9420,1402,8793,1098,1569,2755,23.15,-2.54,25.97,-25.89,9.56,-51.75,0.02,-36.77,39_0001375_0001399-reel_begin_end.tiff
4,13335,428,13516,801,12218,1401,11819,1104,1569,2755,23.04,-3.77,25.8,-22.14,6.03,-51.7,-0.04,-37.07,39_0001375_0001399-reel_begin_end.tiff
5,16342,387,16527,869,15240,1405,14823,1096,1569,2755,23.15,-1.75,25.97,-25.49,6.37,-51.89,0.02,-36.67,39_0001375_0001399-reel_begin_end.tiff
6,19448,380,19633,787,18317,1400,17933,1092,1569,2755,23.09,-1.41,25.91,-21.46,5.86,-51.65,0.02,-36.48,39_0001375_0001399-reel_begin_end.tiff
7,22472,391,22678,842,21341,1401,20949,1091,1569,2755,23.15,-1.95,26.29,-24.16,5.93,-51.7,-0.04,-36.43,39_0001375_0001399-reel_begin_end.tiff
8,25485,409,25685,939,24398,1401,23963,1088,1569,2755,23.2,-2.84,26.24,-28.94,6.64,-51.7,0.02,-36.28,39_0001375_0001399-reel_begin_end.tiff
9,28495,388,28698,861,27421,1400,26979,1088,1569,2755,23.04,-1.8,26.13,-25.1,6.69,-51.65,-0.04,-36.28,39_0001375_0001399-reel_begin_end.tiff
10,31538,378,31741,793,30632,1409,30023,1090,1569,2755,23.09,-1.31,26.18,-21.75,9.29,-52.09,0.02,-36.38,39_0001375_0001399-reel_begin_end.tiff
11,34535,374,34734,841,33465,1400,33019,1088,1569,2755,23.04,-1.11,26.07,-24.11,6.75,-51.65,-0.04,-36.28,39_0001375_0001399-reel_begin_end.tiff
12,37554,378,37739,838,36416,1414,36028,1090,1569,2755,25.57,-1.31,28.39,-23.97,8.24,-52.34,2.33,-36.38,39_0001375_0001399-reel_begin_end.tiff
