A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3967,391,4319,862,3242,1392,2814,1064,1584,2810,17.51,-2.22,22.88,-25.15,6.47,-50.94,-0.04,-34.98,39_0001625_0001649-reel_begin_end.tiff
2,6968,384,7320,924,6272,1394,5848,1065,1584,2810,17.07,-1.88,22.43,-28.17,6.47,-51.04,0.02,-35.03,39_0001625_0001649-reel_begin_end.tiff
3,9952,317,10318,778,9285,1392,8868,1063,1584,2810,16.52,1.38,22.1,-21.06,6.37,-50.94,0.02,-34.93,39_0001625_0001649-reel_begin_end.tiff
4,12923,359,13303,792,12303,1398,11871,1063,1584,2810,16.08,-0.66,21.87,-21.74,6.64,-51.24,0.06,-34.93,39_0001625_0001649-reel_begin_end.tiff
5,15996,326,16392,822,15358,1398,14978,1064,1584,2810,15.52,0.94,21.55,-23.2,5.8,-51.24,0.02,-34.98,39_0001625_0001649-reel_begin_end.tiff
6,19088,349,19480,893,18490,1398,18091,1065,1584,2810,15.25,-0.18,21.22,-26.66,6.14,-51.24,0.06,-35.03,39_0001625_0001649-reel_begin_end.tiff
7,22059,311,22458,928,21523,1398,21091,1062,1584,2810,14.8,1.67,20.88,-28.36,6.64,-51.24,0.06,-34.88,39_0001625_0001649-reel_begin_end.tiff
8,25057,287,25455,911,24545,1402,24118,1068,1584,2810,14.32,2.84,20.38,-27.53,6.52,-51.43,0.02,-35.17,39_0001625_0001649-reel_begin_end.tiff
11,34208,286,34614,954,33751,1403,33341,1074,1584,2810,13.27,2.89,19.45,-29.63,6.31,-51.48,0.06,-35.47,39_0001625_0001649-reel_begin_end.tiff
12,37225,295,37628,879,36772,1408,36366,1074,1584,2810,15.52,2.45,21.66,-25.97,8.62,-51.72,2.44,-35.47,39_0001625_0001649-reel_begin_end.tiff
