A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,4261,414,4420,992,3111,1413,2741,1089,1576,2738,22.91,-3.21,25.3,-31.51,5.61,-52.13,0.04,-36.26,39_0001225_0001249-reel_begin_end.tiff
2,7298,392,7454,915,6181,1409,5771,1092,1576,2738,23.01,-2.14,25.36,-27.74,6.21,-51.93,0.04,-36.41,39_0001225_0001249-reel_begin_end.tiff
3,10318,417,10456,785,9183,1413,8795,1091,1576,2738,23.01,-3.36,25.09,-21.38,5.94,-52.13,0.1,-36.36,39_0001225_0001249-reel_begin_end.tiff
4,13324,418,13473,873,12215,1416,11801,1096,1576,2738,22.95,-3.41,25.2,-25.69,6.27,-52.27,0.04,-36.61,39_0001225_0001249-reel_begin_end.tiff
5,16354,416,16496,762,15234,1414,14835,1097,1576,2738,22.95,-3.31,25.09,-20.25,6.1,-52.18,0.1,-36.65,39_0001225_0001249-reel_begin_end.tiff
6,19374,406,19523,886,18276,1412,17855,1098,1576,2738,22.95,-2.82,25.2,-26.32,6.44,-52.08,0.1,-36.7,39_0001225_0001249-reel_begin_end.tiff
7,22381,416,22526,770,21249,1413,20865,1100,1576,2738,22.91,-3.31,25.09,-20.64,5.88,-52.13,0.1,-36.8,39_0001225_0001249-reel_begin_end.tiff
8,25404,403,25560,819,24324,1416,23889,1101,1576,2738,22.95,-2.67,25.3,-23.04,6.71,-52.27,0.16,-36.85,39_0001225_0001249-reel_begin_end.tiff
9,28431,403,28579,807,27147,1414,26911,1101,1576,2738,22.91,-2.67,25.14,-22.46,3.59,-52.18,0.04,-36.85,39_0001225_0001249-reel_begin_end.tiff
10,31441,415,31582,705,30161,1412,29921,1101,1576,2738,22.91,-3.26,25.03,-17.46,3.65,-52.08,0.04,-36.85,39_0001225_0001249-reel_begin_end.tiff
11,34457,413,34606,777,33181,1411,32945,1100,1576,2738,22.85,-3.16,25.09,-20.99,3.65,-52.03,0.1,-36.8,39_0001225_0001249-reel_begin_end.tiff
12,37488,415,37658,881,36310,1419,35965,1094,1576,2738,25.47,-3.26,28.02,-26.08,7.74,-52.42,2.55,-36.51,39_0001225_0001249-reel_begin_end.tiff
