A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,4197,661,4324,678,3269,1460,2845,1092,1591,2841,20.66,-15.3,22.59,-16.12,6.52,-53.74,0.07,-36.04,39_0000975_0000999-reel_begin_end.tiff
2,7325,623,7445,561,6339,1454,5951,1088,1591,2841,20.93,-13.47,22.76,-10.49,5.91,-53.45,0.0,-35.84,39_0000975_0000999-reel_begin_end.tiff
3,10358,617,10485,575,9357,1455,8962,1087,1591,2841,21.43,-13.18,23.37,-11.16,6.19,-53.5,0.17,-35.8,39_0000975_0000999-reel_begin_end.tiff
4,13394,589,13532,882,12234,1454,11995,1087,1591,2841,21.37,-11.84,23.47,-25.93,3.71,-53.45,0.07,-35.8,39_0000975_0000999-reel_begin_end.tiff
5,16423,615,16550,635,15407,1456,15009,1088,1591,2841,21.66,-13.09,23.59,-14.05,6.19,-53.55,0.13,-35.84,39_0000975_0000999-reel_begin_end.tiff
6,19523,679,19665,897,18483,1456,18102,1091,1591,2841,21.81,-16.17,23.98,-26.66,5.97,-53.55,0.17,-35.99,39_0000975_0000999-reel_begin_end.tiff
7,22561,641,22699,716,21535,1456,21125,1088,1591,2841,21.93,-14.34,24.04,-17.95,6.31,-53.55,0.07,-35.84,39_0000975_0000999-reel_begin_end.tiff
8,25588,622,25733,728,24547,1456,24152,1089,1591,2841,22.04,-13.43,24.25,-18.52,6.19,-53.55,0.17,-35.89,39_0000975_0000999-reel_begin_end.tiff
9,28635,587,28788,842,27595,1456,27192,1088,1591,2841,22.15,-11.74,24.48,-24.01,6.31,-53.55,0.17,-35.84,39_0000975_0000999-reel_begin_end.tiff
10,31673,614,31826,1044,30636,1457,30209,1091,1591,2841,22.42,-13.04,24.75,-33.73,6.63,-53.6,0.13,-35.99,39_0000975_0000999-reel_begin_end.tiff
11,34714,602,34859,900,33619,1456,33239,1089,1591,2841,22.59,-12.46,24.8,-26.8,5.91,-53.55,0.13,-35.89,39_0000975_0000999-reel_begin_end.tiff
12,37729,617,37900,1037,36645,1458,36250,1088,1591,2841,25.07,-13.18,27.68,-33.39,8.56,-53.64,2.55,-35.84,39_0000975_0000999-reel_begin_end.tiff
