A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3628,571,3792,467,3451,1404,3008,1081,1594,2998,9.45,-10.1,11.94,-4.98,6.75,-51.13,0.0,-35.22,39_0003151_0003175-reel_begin_end.tiff
2,6722,571,6885,481,6573,1406,6095,1083,1594,2998,9.4,-10.1,11.88,-5.67,7.13,-51.23,-0.15,-35.32,39_0003151_0003175-reel_begin_end.tiff
3,9741,553,9904,523,9570,1408,9132,1083,1594,2998,9.23,-9.22,11.72,-7.74,6.63,-51.33,-0.04,-35.32,39_0003151_0003175-reel_begin_end.tiff
4,12757,549,12913,523,12590,1406,12145,1081,1594,2998,9.17,-9.02,11.55,-7.74,6.63,-51.23,-0.15,-35.22,39_0003151_0003175-reel_begin_end.tiff
5,15832,327,15970,293,15665,1403,15234,1057,1594,2998,9.07,1.92,11.17,3.59,6.52,-51.08,-0.04,-34.04,39_0003151_0003175-reel_begin_end.tiff
6,18877,342,18996,281,18721,1405,18264,1059,1594,2998,9.29,1.18,11.11,4.18,6.92,-51.18,-0.04,-34.14,39_0003151_0003175-reel_begin_end.tiff
7,21985,326,22087,282,21753,1410,21365,1061,1594,2998,9.34,1.97,10.89,4.13,5.81,-51.43,-0.1,-34.24,39_0003151_0003175-reel_begin_end.tiff
8,25066,375,25149,283,24874,1408,24453,1060,1594,2998,9.23,-0.45,10.5,4.08,6.31,-51.33,-0.1,-34.19,39_0003151_0003175-reel_begin_end.tiff
9,28180,360,28844,1031,27966,1409,27560,1058,1594,2998,9.34,0.29,19.45,-32.76,6.08,-51.38,-0.1,-34.09,39_0003151_0003175-reel_begin_end.tiff
10,31285,353,31945,1038,31122,1405,30665,1057,1594,2998,9.45,0.64,19.5,-33.1,6.96,-51.18,0.0,-34.04,39_0003151_0003175-reel_begin_end.tiff
11,34377,362,35026,1132,34217,1403,33750,1057,1594,2998,9.51,0.19,19.39,-37.73,7.07,-51.08,-0.04,-34.04,39_0003151_0003175-reel_begin_end.tiff
12,37483,286,38111,1094,37284,1416,36845,1060,1594,2998,12.1,3.94,21.66,-35.86,9.07,-51.72,2.38,-34.19,39_0003151_0003175-reel_begin_end.tiff
