A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,4255,324,4502,878,3388,1398,2754,1090,1573,2750,22.57,1.69,26.29,-25.76,9.53,-51.53,-0.01,-36.27,39_0001475_0001499-reel_begin_end.tiff
2,7271,356,7529,988,6387,1397,5774,1081,1573,2750,22.51,0.1,26.4,-31.21,9.21,-51.48,-0.01,-35.82,39_0001475_0001499-reel_begin_end.tiff
3,10274,340,10528,796,9426,1397,8788,1087,1573,2750,22.41,0.89,26.23,-21.7,9.65,-51.48,0.05,-36.12,39_0001475_0001499-reel_begin_end.tiff
4,13305,352,13555,723,12391,1397,11808,1079,1573,2750,22.57,0.3,26.34,-18.08,8.82,-51.48,0.05,-35.72,39_0001475_0001499-reel_begin_end.tiff
5,16325,327,16586,842,15263,1385,14831,1076,1573,2750,22.57,1.54,26.5,-23.98,6.6,-50.88,0.1,-35.57,39_0001475_0001499-reel_begin_end.tiff
6,19335,363,19585,621,18476,1395,17838,1078,1573,2750,22.57,-0.25,26.34,-13.03,9.65,-51.38,0.05,-35.67,39_0001475_0001499-reel_begin_end.tiff
7,22361,355,22612,627,21517,1398,20868,1084,1573,2750,22.51,0.15,26.29,-13.33,9.82,-51.53,0.05,-35.97,39_0001475_0001499-reel_begin_end.tiff
8,25378,347,25632,599,24283,1383,23884,1079,1573,2750,22.47,0.55,26.29,-11.94,5.99,-50.79,-0.01,-35.72,39_0001475_0001499-reel_begin_end.tiff
9,28385,392,28646,828,27515,1396,26888,1081,1573,2750,22.57,-1.68,26.5,-23.29,9.49,-51.43,0.05,-35.82,39_0001475_0001499-reel_begin_end.tiff
10,31409,335,31673,881,30357,1390,29908,1088,1573,2750,22.63,1.14,26.61,-25.91,6.81,-51.13,0.05,-36.17,39_0001475_0001499-reel_begin_end.tiff
11,34439,348,34689,704,33336,1383,32941,1078,1573,2750,22.63,0.5,26.4,-17.14,6.04,-50.79,0.1,-35.67,39_0001475_0001499-reel_begin_end.tiff
12,37447,357,37701,750,36337,1395,35946,1080,1573,2750,24.92,0.05,28.74,-19.42,8.22,-51.38,2.34,-35.77,39_0001475_0001499-reel_begin_end.tiff
