A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3506,300,3940,584,3353,1356,2892,968,1514,2874,9.55,-1.1,15.91,-14.81,7.31,-52.06,0.55,-33.34,47_0003875_0003899-reel_begin_end.tiff
2,6510,315,6970,825,6343,1352,5902,967,1514,2874,9.31,-1.82,16.06,-26.43,6.87,-51.87,0.4,-33.29,47_0003875_0003899-reel_begin_end.tiff
3,9447,300,9879,851,9320,1358,8850,968,1514,2874,9.27,-1.1,15.61,-27.69,7.41,-52.15,0.52,-33.34,47_0003875_0003899-reel_begin_end.tiff
4,12477,300,12893,898,12366,1360,11882,968,1514,2874,9.27,-1.1,15.37,-29.96,7.64,-52.25,0.55,-33.34,47_0003875_0003899-reel_begin_end.tiff
5,15433,300,15859,795,15258,1354,14832,972,1514,2874,9.36,-1.1,15.61,-24.99,6.79,-51.96,0.55,-33.53,47_0003875_0003899-reel_begin_end.tiff
6,18370,300,18804,711,18219,1351,17756,964,1514,2874,9.31,-1.1,15.68,-20.93,7.1,-51.82,0.31,-33.14,47_0003875_0003899-reel_begin_end.tiff
7,21320,300,21719,841,21179,1355,20722,965,1514,2874,9.17,-1.1,15.02,-27.21,7.1,-52.01,0.4,-33.19,47_0003875_0003899-reel_begin_end.tiff
8,24347,300,,,24234,1358,23742,966,1514,2874,9.27,-1.1,,,7.61,-52.15,0.4,-33.24,47_0003875_0003899-reel_begin_end.tiff
9,27336,303,28162,1087,27220,1357,26749,966,1514,2874,8.96,-1.25,21.07,-39.08,7.26,-52.11,0.35,-33.24,47_0003875_0003899-reel_begin_end.tiff
10,30372,434,31203,1203,30250,1351,29772,966,1514,2874,9.2,-7.57,21.38,-44.68,7.41,-51.82,0.4,-33.24,47_0003875_0003899-reel_begin_end.tiff
11,33402,436,34111,1214,33212,1369,32804,966,1514,2874,9.2,-7.66,19.59,-45.21,6.41,-52.69,0.43,-33.24,47_0003875_0003899-reel_begin_end.tiff
