A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3871,380,4376,634,3688,1349,3284,970,1508,3279,9.15,-5.93,16.45,-18.13,6.5,-52.46,0.65,-34.26,47_0004775_0004799-reel_begin_end.tiff
2,6873,393,7383,591,6761,1344,6292,967,1508,3279,9.03,-6.55,16.41,-16.06,7.41,-52.22,0.63,-34.12,47_0004775_0004799-reel_begin_end.tiff
3,9880,389,10393,662,9727,1359,9299,974,1508,3279,8.99,-6.36,16.41,-19.47,6.77,-52.94,0.58,-34.45,47_0004775_0004799-reel_begin_end.tiff
4,12916,433,13428,620,12749,1354,12326,977,1508,3279,9.08,-8.48,16.48,-17.45,6.66,-52.7,0.54,-34.6,47_0004775_0004799-reel_begin_end.tiff
5,15938,405,16448,578,15772,1359,15341,981,1508,3279,9.1,-7.13,16.48,-15.44,6.7,-52.94,0.47,-34.79,47_0004775_0004799-reel_begin_end.tiff
6,18941,409,19462,678,18802,1355,18349,979,1508,3279,9.15,-7.32,16.69,-20.24,7.14,-52.75,0.58,-34.69,47_0004775_0004799-reel_begin_end.tiff
7,21976,392,22495,581,21805,1351,21371,974,1508,3279,9.22,-6.51,16.73,-15.58,6.75,-52.56,0.47,-34.45,47_0004775_0004799-reel_begin_end.tiff
8,24983,413,25504,591,24833,1356,24399,977,1508,3279,9.03,-7.51,16.57,-16.06,6.86,-52.8,0.58,-34.6,47_0004775_0004799-reel_begin_end.tiff
9,27986,344,28512,822,27803,1353,27404,975,1508,3279,9.08,-4.2,16.69,-27.15,6.43,-52.65,0.65,-34.5,47_0004775_0004799-reel_begin_end.tiff
10,31013,410,31537,595,30868,1346,30423,972,1508,3279,9.03,-7.37,16.61,-16.25,6.93,-52.32,0.5,-34.36,47_0004775_0004799-reel_begin_end.tiff
11,34036,399,34540,724,33913,1353,33454,975,1508,3279,9.08,-6.84,16.37,-22.45,7.3,-52.65,0.65,-34.5,47_0004775_0004799-reel_begin_end.tiff
