A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3583,431,4022,804,3376,1362,2876,964,1527,2873,10.93,-6.85,17.49,-24.97,7.84,-52.08,0.36,-32.74,47_0004025_0004049-reel_begin_end.tiff
2,6584,401,7035,787,6355,1354,5883,972,1527,2873,10.8,-5.4,17.54,-24.15,7.37,-51.69,0.32,-33.13,47_0004025_0004049-reel_begin_end.tiff
3,9617,385,10062,754,9419,1353,8934,967,1527,2873,10.84,-4.62,17.49,-22.54,7.88,-51.64,0.63,-32.89,47_0004025_0004049-reel_begin_end.tiff
4,12643,455,13078,904,12433,1358,11945,965,1527,2873,10.93,-8.02,17.43,-29.83,7.79,-51.88,0.5,-32.79,47_0004025_0004049-reel_begin_end.tiff
5,15665,448,16181,1082,15437,1354,14949,964,1527,2873,11.11,-7.68,18.82,-38.47,7.7,-51.69,0.41,-32.74,47_0004025_0004049-reel_begin_end.tiff
6,18683,432,19060,707,18424,1355,17982,964,1527,2873,10.93,-6.9,16.57,-20.26,7.06,-51.74,0.45,-32.74,47_0004025_0004049-reel_begin_end.tiff
7,21702,418,22098,778,21508,1356,20998,964,1527,2873,11.07,-6.22,16.98,-23.71,8.17,-51.78,0.54,-32.74,47_0004025_0004049-reel_begin_end.tiff
8,24701,469,25121,918,24447,1358,24006,965,1527,2873,10.75,-8.7,17.03,-30.51,6.96,-51.88,0.36,-32.79,47_0004025_0004049-reel_begin_end.tiff
9,27737,300,28169,748,27530,1361,27039,967,1527,2873,10.84,-0.49,17.3,-22.25,7.75,-52.03,0.41,-32.89,47_0004025_0004049-reel_begin_end.tiff
10,30748,300,31208,726,30556,1361,30050,975,1527,2873,10.71,-0.49,17.58,-21.18,7.84,-52.03,0.27,-33.28,47_0004025_0004049-reel_begin_end.tiff
11,33684,310,34589,1157,33409,1356,32992,967,1527,2873,10.8,-0.98,24.32,-42.12,6.69,-51.78,0.45,-32.89,47_0004025_0004049-reel_begin_end.tiff
