A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3493,765,4137,1259,3360,1347,2870,1188,1533,2873,9.4,-23.56,18.73,-47.1,7.48,-51.29,0.39,-43.71,47_0003775_0003799-reel_begin_end.tiff
2,6528,754,7177,1207,6388,1351,5908,1182,1533,2873,9.48,-23.03,18.87,-44.62,7.45,-51.48,0.5,-43.43,47_0003775_0003799-reel_begin_end.tiff
3,9530,758,10200,1250,9400,1349,8926,1186,1533,2873,9.36,-23.22,19.06,-46.67,7.48,-51.38,0.62,-43.62,47_0003775_0003799-reel_begin_end.tiff
4,12551,561,13242,1267,12394,1352,11931,1015,1533,2873,9.52,-13.84,19.52,-47.48,7.25,-51.53,0.55,-35.47,47_0003775_0003799-reel_begin_end.tiff
5,15575,598,16290,1186,15405,1349,14968,1016,1533,2873,9.29,-15.6,19.64,-43.62,6.83,-51.38,0.5,-35.52,47_0003775_0003799-reel_begin_end.tiff
6,18585,602,19327,1211,18444,1354,17975,1016,1533,2873,9.29,-15.79,20.03,-44.81,7.25,-51.62,0.46,-35.52,47_0003775_0003799-reel_begin_end.tiff
7,21582,542,22027,946,21431,1354,20991,1017,1533,2873,9.1,-12.93,15.54,-32.18,6.91,-51.62,0.55,-35.56,47_0003775_0003799-reel_begin_end.tiff
8,24628,613,25028,1054,24517,1354,24048,1044,1533,2873,9.48,-16.32,15.27,-37.33,7.87,-51.62,1.08,-36.85,47_0003775_0003799-reel_begin_end.tiff
9,27637,600,28037,826,27533,1355,27043,1017,1533,2873,9.17,-15.7,14.96,-26.46,7.67,-51.67,0.57,-35.56,47_0003775_0003799-reel_begin_end.tiff
10,30647,530,31042,700,30514,1355,30056,1020,1533,2873,9.17,-12.36,14.89,-20.46,7.25,-51.67,0.62,-35.71,47_0003775_0003799-reel_begin_end.tiff
11,33688,629,34488,1220,33516,1351,33079,1017,1533,2873,9.48,-17.08,21.06,-45.24,6.99,-51.48,0.66,-35.56,47_0003775_0003799-reel_begin_end.tiff
