A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2775,467,3640,1276,2619,1394,2158,1012,1520,2153,9.57,-9.09,22.37,-48.3,7.26,-54.02,0.45,-35.5,47_0002425_0002449-reel_begin_end.tiff
2,5793,423,6327,997,5623,1398,5176,1014,1520,2153,9.69,-6.96,17.59,-34.78,7.18,-54.21,0.56,-35.6,47_0002425_0002449-reel_begin_end.tiff
3,8833,438,9373,1067,8677,1399,8196,1013,1520,2153,9.84,-7.69,17.83,-38.17,7.53,-54.26,0.42,-35.55,47_0002425_0002449-reel_begin_end.tiff
4,11856,431,12563,1162,11687,1394,11208,1021,1520,2153,10.03,-7.35,20.49,-42.77,7.53,-54.02,0.45,-35.94,47_0002425_0002449-reel_begin_end.tiff
5,14853,454,15723,1282,14694,1398,14236,1027,1520,2153,9.69,-8.46,22.56,-48.59,7.34,-54.21,0.56,-36.23,47_0002425_0002449-reel_begin_end.tiff
6,17854,418,18418,1141,17719,1397,17251,1015,1520,2153,9.41,-6.72,17.75,-41.75,7.41,-54.16,0.49,-35.65,47_0002425_0002449-reel_begin_end.tiff
7,20879,442,21754,1266,20773,1395,20278,1011,1520,2153,9.33,-7.88,22.28,-47.81,7.77,-54.06,0.45,-35.45,47_0002425_0002449-reel_begin_end.tiff
8,23887,395,24535,936,23752,1396,23278,1006,1520,2153,9.45,-5.6,19.04,-31.82,7.46,-54.11,0.45,-35.21,47_0002425_0002449-reel_begin_end.tiff
9,26912,449,27576,1023,26751,1392,26309,1015,1520,2153,9.53,-8.22,19.35,-36.04,7.15,-53.92,0.61,-35.65,47_0002425_0002449-reel_begin_end.tiff
10,29923,422,30611,1029,29797,1397,29334,1010,1520,2153,9.25,-6.91,19.42,-36.33,7.38,-54.16,0.53,-35.41,47_0002425_0002449-reel_begin_end.tiff
11,32921,434,33654,1149,32775,1394,32349,1027,1520,2153,9.22,-7.49,20.06,-42.14,7.06,-54.02,0.76,-36.23,47_0002425_0002449-reel_begin_end.tiff
12,35951,435,36697,1003,35843,1395,35359,1010,1520,2153,9.36,-7.54,20.4,-35.07,7.77,-54.06,0.61,-35.41,47_0002425_0002449-reel_begin_end.tiff
