A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1966,416,2823,1224,1788,1354,1357,970,1520,1352,9.25,-6.75,21.81,-45.91,6.64,-52.21,0.31,-33.6,47_0003850_0003874-reel_begin_end.tiff
2,5013,389,,,4844,1352,4405,966,1520,1352,9.35,-5.44,,,6.87,-52.11,0.43,-33.4,47_0003850_0003874-reel_begin_end.tiff
3,7949,384,8324,1028,7782,1354,7335,965,1520,1352,9.44,-5.2,14.93,-36.41,6.99,-52.21,0.43,-33.35,47_0003850_0003874-reel_begin_end.tiff
4,10959,392,,,10837,1356,10350,964,1520,1352,9.44,-5.59,,,7.65,-52.3,0.51,-33.31,47_0003850_0003874-reel_begin_end.tiff
5,13993,403,14792,1140,13853,1353,13388,967,1520,1352,9.35,-6.12,21.06,-41.83,7.29,-52.16,0.48,-33.45,47_0003850_0003874-reel_begin_end.tiff
6,16988,380,17556,948,16855,1345,16392,961,1520,1352,9.13,-5.0,17.46,-32.53,7.18,-51.77,0.39,-33.16,47_0003850_0003874-reel_begin_end.tiff
7,20002,426,20984,1265,19849,1353,19412,964,1520,1352,9.04,-7.23,23.44,-47.89,6.8,-52.16,0.39,-33.31,47_0003850_0003874-reel_begin_end.tiff
8,23051,429,,,22905,1356,22440,967,1520,1352,9.32,-7.38,,,7.18,-52.3,0.36,-33.45,47_0003850_0003874-reel_begin_end.tiff
9,26045,441,26775,1072,25915,1354,25450,965,1520,1352,9.08,-7.96,19.79,-38.54,7.18,-52.21,0.36,-33.35,47_0003850_0003874-reel_begin_end.tiff
10,29063,425,,,28909,1352,28465,967,1520,1352,9.2,-7.18,,,6.94,-52.11,0.43,-33.45,47_0003850_0003874-reel_begin_end.tiff
11,32085,612,32659,1172,31974,1351,31482,1011,1520,1352,9.08,-16.25,17.5,-43.39,7.46,-52.06,0.24,-35.58,47_0003850_0003874-reel_begin_end.tiff
12,35121,595,35661,1065,34967,1351,34515,1014,1520,1352,9.32,-15.42,17.24,-38.2,7.06,-52.06,0.43,-35.73,47_0003850_0003874-reel_begin_end.tiff
