A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2192,445,2696,875,1889,1342,1368,958,1516,1368,12.43,-8.59,19.75,-29.33,8.02,-51.85,0.45,-33.33,47_0004450_0004474-reel_begin_end.tiff
2,5187,475,5583,708,4832,1338,4388,957,1516,1368,12.06,-10.03,17.82,-21.27,6.9,-51.66,0.45,-33.28,47_0004450_0004474-reel_begin_end.tiff
3,8193,315,8777,590,7861,1336,7410,954,1516,1368,11.86,-2.32,20.35,-15.58,7.03,-51.56,0.48,-33.14,47_0004450_0004474-reel_begin_end.tiff
4,11200,427,11844,761,10889,1339,10428,954,1516,1368,11.67,-7.72,21.03,-23.83,7.15,-51.7,0.45,-33.14,47_0004450_0004474-reel_begin_end.tiff
5,14202,355,14862,751,13918,1347,13435,958,1516,1368,11.55,-4.25,21.15,-23.35,7.43,-52.09,0.41,-33.33,47_0004450_0004474-reel_begin_end.tiff
6,17226,499,17900,927,16929,1349,16465,957,1516,1368,11.47,-11.19,21.26,-31.83,7.15,-52.19,0.41,-33.28,47_0004450_0004474-reel_begin_end.tiff
7,20182,434,20853,717,19876,1349,19418,958,1516,1368,11.55,-8.06,21.31,-21.71,7.11,-52.19,0.45,-33.33,47_0004450_0004474-reel_begin_end.tiff
8,23181,447,23844,674,22889,1352,22422,959,1516,1368,11.39,-8.68,21.03,-19.63,7.15,-52.33,0.36,-33.38,47_0004450_0004474-reel_begin_end.tiff
9,26217,457,26883,630,25903,1352,25448,958,1516,1368,11.63,-9.17,21.31,-17.51,7.06,-52.33,0.45,-33.33,47_0004450_0004474-reel_begin_end.tiff
10,29258,437,29918,656,28955,1352,28475,959,1516,1368,11.79,-8.2,21.38,-18.76,7.38,-52.33,0.41,-33.38,47_0004450_0004474-reel_begin_end.tiff
11,32263,478,32935,725,31969,1350,31480,960,1516,1368,11.86,-10.18,21.63,-22.09,7.59,-52.23,0.48,-33.43,47_0004450_0004474-reel_begin_end.tiff
12,35274,426,35948,653,34996,1352,34505,960,1516,1368,11.58,-7.67,21.38,-18.62,7.54,-52.33,0.41,-33.43,47_0004450_0004474-reel_begin_end.tiff
