A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3595,411,4071,1091,3277,1352,2805,966,1524,2799,12.12,-6.99,19.17,-39.37,7.42,-51.8,0.44,-33.42,47_0004125_0004149-reel_begin_end.tiff
2,6616,374,7061,1083,6326,1354,5841,967,1524,2799,11.99,-5.23,18.57,-38.99,7.7,-51.9,0.52,-33.47,47_0004125_0004149-reel_begin_end.tiff
3,9645,420,10096,1069,9349,1353,8852,969,1524,2799,12.12,-7.42,18.8,-38.33,7.74,-51.85,0.39,-33.56,47_0004125_0004149-reel_begin_end.tiff
4,12649,421,13065,1010,12312,1351,11867,968,1524,2799,12.18,-7.47,18.34,-35.52,7.2,-51.76,0.61,-33.52,47_0004125_0004149-reel_begin_end.tiff
5,15661,401,16121,834,15377,1352,14898,969,1524,2799,11.77,-6.52,18.57,-27.14,7.57,-51.8,0.48,-33.56,47_0004125_0004149-reel_begin_end.tiff
6,18702,542,19177,902,18356,1351,17917,968,1524,2799,12.23,-13.23,19.25,-30.37,7.11,-51.76,0.61,-33.52,47_0004125_0004149-reel_begin_end.tiff
7,21703,424,22160,751,21385,1353,20913,972,1524,2799,11.95,-7.61,18.71,-23.18,7.24,-51.85,0.26,-33.71,47_0004125_0004149-reel_begin_end.tiff
8,24720,426,25180,807,24454,1351,23945,968,1524,2799,11.9,-7.71,18.71,-25.85,7.97,-51.76,0.44,-33.52,47_0004125_0004149-reel_begin_end.tiff
9,27686,413,28119,949,27368,1352,26908,970,1524,2799,11.99,-7.09,18.4,-32.61,7.29,-51.8,0.48,-33.61,47_0004125_0004149-reel_begin_end.tiff
10,30622,461,31067,922,30267,1356,29841,969,1524,2799,12.08,-9.37,18.66,-31.33,6.83,-51.99,0.52,-33.56,47_0004125_0004149-reel_begin_end.tiff
11,33655,432,34081,890,33330,1351,32861,965,1524,2799,12.27,-7.99,18.57,-29.8,7.46,-51.76,0.52,-33.37,47_0004125_0004149-reel_begin_end.tiff
