A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2755,438,3323,1146,2613,1383,2184,1028,1521,2147,9.27,-7.88,17.63,-42.1,7.18,-53.55,0.86,-36.4,47_0002275_0002299-reel_begin_end.tiff
2,5783,300,6410,1065,5591,1379,5199,1024,1521,2147,9.09,-1.21,18.32,-38.18,6.26,-53.36,0.49,-36.2,47_0002275_0002299-reel_begin_end.tiff
3,8798,317,9515,1117,8647,1383,8218,1024,1521,2147,9.31,-2.03,19.86,-40.7,7.09,-53.55,0.77,-36.2,47_0002275_0002299-reel_begin_end.tiff
4,11822,300,12335,852,11689,1383,11226,1022,1521,2147,9.22,-1.21,16.77,-27.89,7.26,-53.55,0.45,-36.11,47_0002275_0002299-reel_begin_end.tiff
5,14823,335,15537,1023,14694,1379,14258,1026,1521,2147,8.94,-2.9,19.45,-36.15,7.04,-53.36,0.63,-36.3,47_0002275_0002299-reel_begin_end.tiff
6,17842,300,18589,1011,17703,1383,17240,1011,1521,2147,9.22,-1.21,20.22,-35.57,7.18,-53.55,0.36,-35.57,47_0002275_0002299-reel_begin_end.tiff
7,20859,300,21594,875,20708,1384,20272,1014,1521,2147,9.18,-1.21,20.0,-29.0,6.95,-53.6,0.54,-35.72,47_0002275_0002299-reel_begin_end.tiff
8,23898,300,24491,933,23759,1382,23302,1016,1521,2147,9.31,-1.21,18.04,-31.8,7.26,-53.5,0.54,-35.82,47_0002275_0002299-reel_begin_end.tiff
9,26903,300,27610,1111,26751,1382,26310,1016,1521,2147,9.09,-1.21,19.5,-40.41,6.85,-53.5,0.36,-35.82,47_0002275_0002299-reel_begin_end.tiff
10,29915,300,30579,824,29739,1377,29341,1024,1521,2147,9.27,-1.21,19.04,-26.54,6.67,-53.26,0.82,-36.2,47_0002275_0002299-reel_begin_end.tiff
11,32970,527,33591,1144,32828,1373,32353,1009,1521,2147,9.49,-12.18,18.63,-42.0,7.4,-53.07,0.4,-35.48,47_0002275_0002299-reel_begin_end.tiff
12,35979,407,36813,1288,35803,1376,35389,1022,1521,2147,9.18,-6.38,21.45,-48.96,6.59,-53.21,0.49,-36.11,47_0002275_0002299-reel_begin_end.tiff
