A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3623,376,4360,816,3353,1338,2878,956,1511,2883,11.25,-5.26,22.01,-26.48,7.31,-51.66,0.38,-33.23,47_0004375_0004399-reel_begin_end.tiff
2,6603,457,7337,762,6330,1344,5891,959,1511,2883,10.81,-9.17,21.53,-23.88,6.83,-51.95,0.42,-33.38,47_0004375_0004399-reel_begin_end.tiff
3,9576,358,10315,1045,9363,1347,8916,961,1511,2883,9.98,-4.39,20.77,-37.52,6.87,-52.09,0.35,-33.47,47_0004375_0004399-reel_begin_end.tiff
4,12485,410,13230,870,12332,1349,11868,961,1511,2883,9.38,-6.9,20.26,-29.08,7.15,-52.19,0.38,-33.47,47_0004375_0004399-reel_begin_end.tiff
5,15447,361,16205,1008,15335,1347,14879,960,1511,2883,8.83,-4.54,19.89,-35.74,7.19,-52.09,0.54,-33.43,47_0004375_0004399-reel_begin_end.tiff
6,18401,397,19201,936,18306,1345,17856,957,1511,2883,8.3,-6.27,19.98,-32.27,6.92,-51.99,0.35,-33.28,47_0004375_0004399-reel_begin_end.tiff
7,21424,357,22210,891,21309,1352,20881,957,1511,2883,8.35,-4.34,19.82,-30.1,6.67,-52.33,0.42,-33.28,47_0004375_0004399-reel_begin_end.tiff
8,24440,404,25217,840,24336,1348,23888,959,1511,2883,8.43,-6.61,19.78,-27.64,6.92,-52.14,0.38,-33.38,47_0004375_0004399-reel_begin_end.tiff
9,27449,337,28196,933,27339,1351,26906,962,1511,2883,8.27,-3.38,19.18,-32.12,6.67,-52.28,0.35,-33.52,47_0004375_0004399-reel_begin_end.tiff
10,30488,387,31186,942,30384,1348,29937,960,1511,2883,8.55,-5.79,18.74,-32.56,7.03,-52.14,0.51,-33.43,47_0004375_0004399-reel_begin_end.tiff
11,33500,343,34210,814,33383,1346,32936,958,1511,2883,8.58,-3.67,18.94,-26.38,6.87,-52.04,0.35,-33.33,47_0004375_0004399-reel_begin_end.tiff
12,36531,352,37227,720,36414,1348,35961,957,1511,2883,8.74,-4.1,18.9,-21.85,7.03,-52.14,0.42,-33.28,47_0004375_0004399-reel_begin_end.tiff
13,36530,353,37228,721,36410,1348,35962,958,1511,2883,8.67,-4.15,18.86,-21.9,6.92,-52.14,0.38,-33.33,47_0004375_0004399-reel_begin_end.tiff
