A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,888,466,,,706,1338,288,973,1520,274,9.7,-8.7,,,7.05,-51.78,0.96,-33.75,40_0007575_0007599-reel_begin_end.tiff
2,3887,396,,,3705,1335,3302,993,1520,274,9.54,-5.24,,,6.89,-51.64,1.02,-34.74,40_0007575_0007599-reel_begin_end.tiff
3,6908,397,,,6733,1338,6301,968,1520,274,9.7,-5.29,,,7.16,-51.78,0.86,-33.5,40_0007575_0007599-reel_begin_end.tiff
4,9928,415,,,9806,1338,9339,978,1520,274,9.7,-6.18,,,7.93,-51.78,1.13,-34.0,40_0007575_0007599-reel_begin_end.tiff
5,12931,391,,,12799,1337,12342,974,1520,274,9.75,-4.99,,,7.83,-51.74,1.17,-33.8,40_0007575_0007599-reel_begin_end.tiff
6,15958,404,,,15783,1338,15372,995,1520,274,9.7,-5.63,,,7.16,-51.78,1.17,-34.84,40_0007575_0007599-reel_begin_end.tiff
7,18988,390,19581,882,18831,1338,18388,972,1520,274,9.7,-4.94,18.34,-29.25,7.42,-51.78,0.96,-33.7,40_0007575_0007599-reel_begin_end.tiff
8,21998,401,22584,903,21859,1343,21405,993,1520,274,9.7,-5.49,18.24,-30.29,7.68,-52.03,1.07,-34.74,40_0007575_0007599-reel_begin_end.tiff
9,25004,391,25576,792,24811,1335,24401,968,1520,274,9.65,-4.99,17.98,-24.81,6.84,-51.64,0.86,-33.5,40_0007575_0007599-reel_begin_end.tiff
10,28026,423,28608,765,27843,1335,27440,976,1520,274,9.5,-6.57,17.98,-23.47,6.84,-51.64,0.96,-33.9,40_0007575_0007599-reel_begin_end.tiff
11,31051,391,31611,924,30890,1338,30447,970,1520,274,9.86,-4.99,18.02,-31.33,7.52,-51.78,1.07,-33.6,40_0007575_0007599-reel_begin_end.tiff
12,34050,394,34614,888,33886,1341,33454,970,1520,274,9.7,-5.14,17.92,-29.55,7.32,-51.93,1.02,-33.6,40_0007575_0007599-reel_begin_end.tiff
