A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,534,368,1695,1250,377,1138,306,942,1506,277,4.5,-4.38,22.02,-47.97,2.13,-42.43,1.06,-32.75,40_0007975_0007999-reel_begin_end.tiff
2,3544,372,4705,1129,3384,1096,3341,933,1506,277,4.5,-4.58,22.02,-41.99,2.08,-40.36,1.43,-32.3,40_0007975_0007999-reel_begin_end.tiff
3,6556,374,7667,1180,6410,1119,6346,924,1506,277,4.22,-4.68,20.99,-44.51,2.02,-41.49,1.06,-31.86,40_0007975_0007999-reel_begin_end.tiff
4,9513,198,10584,937,9363,1121,9309,930,1506,277,4.18,4.02,20.34,-32.5,1.92,-41.59,1.1,-32.15,40_0007975_0007999-reel_begin_end.tiff
5,12513,200,13581,960,12359,1131,12288,942,1506,277,4.18,3.92,20.3,-33.64,1.86,-42.09,0.78,-32.75,40_0007975_0007999-reel_begin_end.tiff
6,15526,199,16590,966,15376,1130,15340,938,1506,277,4.07,3.97,20.13,-33.93,1.81,-42.04,1.27,-32.55,40_0007975_0007999-reel_begin_end.tiff
7,18546,198,19585,1014,18410,1129,18353,928,1506,277,4.07,4.02,19.75,-36.3,2.02,-41.99,1.16,-32.06,40_0007975_0007999-reel_begin_end.tiff
8,21567,201,22589,1034,21417,1128,21364,935,1506,277,4.39,3.87,19.81,-37.29,2.13,-41.94,1.33,-32.4,40_0007975_0007999-reel_begin_end.tiff
9,24581,199,25596,1050,24428,1127,24353,947,1506,277,4.6,3.97,19.92,-38.08,2.29,-41.89,1.16,-32.99,40_0007975_0007999-reel_begin_end.tiff
10,27606,202,28607,948,27453,1125,27392,928,1506,277,4.22,3.82,19.33,-33.04,1.92,-41.79,1.0,-32.06,40_0007975_0007999-reel_begin_end.tiff
11,30635,199,31610,970,30471,1116,30389,942,1506,277,4.66,3.97,19.37,-34.13,2.19,-41.34,0.95,-32.75,40_0007975_0007999-reel_begin_end.tiff
12,33653,200,34596,881,33478,1107,33392,976,1506,277,4.93,3.92,19.16,-29.73,2.29,-40.9,1.0,-34.43,40_0007975_0007999-reel_begin_end.tiff
