A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3000,686,3507,1322,2543,1357,1975,975,1499,1975,16.02,-19.78,23.45,-51.02,9.33,-52.74,1.0,-33.97,40_0006875_0006899-reel_begin_end.tiff
2,6031,653,6434,1275,5656,1358,5009,984,1499,1975,16.18,-18.15,22.09,-48.71,10.69,-52.79,1.21,-34.41,40_0006875_0006899-reel_begin_end.tiff
3,9044,687,9437,1261,8690,1360,8033,988,1499,1975,16.08,-19.82,21.84,-48.02,10.89,-52.88,1.27,-34.61,40_0006875_0006899-reel_begin_end.tiff
5,15071,696,15424,1252,14496,1361,14046,975,1499,1975,16.18,-20.27,21.35,-47.58,7.76,-52.93,1.16,-33.97,40_0006875_0006899-reel_begin_end.tiff
6,18094,652,18233,991,17458,1361,17072,977,1499,1975,16.08,-18.11,18.12,-34.76,6.76,-52.93,1.11,-34.07,40_0006875_0006899-reel_begin_end.tiff
7,21100,697,21404,1232,20518,1360,20079,982,1499,1975,16.02,-20.32,20.47,-46.6,7.49,-52.88,1.06,-34.32,40_0006875_0006899-reel_begin_end.tiff
8,24110,803,24410,1245,23489,1360,23096,984,1499,1975,16.02,-25.52,20.42,-47.24,6.92,-52.88,1.16,-34.41,40_0006875_0006899-reel_begin_end.tiff
9,27137,724,27287,933,26511,1363,26119,979,1499,1975,15.98,-21.64,18.17,-31.91,6.81,-53.03,1.06,-34.17,40_0006875_0006899-reel_begin_end.tiff
10,30147,685,30422,1184,29532,1355,29129,980,1499,1975,15.98,-19.73,20.01,-44.24,6.97,-52.64,1.06,-34.22,40_0006875_0006899-reel_begin_end.tiff
11,33171,722,33621,1301,32596,1360,32142,982,1499,1975,16.18,-21.54,22.77,-49.99,7.76,-52.88,1.11,-34.32,40_0006875_0006899-reel_begin_end.tiff
12,36201,857,36551,1263,35583,1361,35172,981,1499,1975,16.18,-28.18,21.31,-48.12,7.13,-52.93,1.11,-34.27,40_0006875_0006899-reel_begin_end.tiff
