A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,839,390,1653,721,674,1305,271,967,1513,260,9.18,-5.29,21.31,-21.36,6.72,-49.72,0.71,-33.31,40_0007775_0007799-reel_begin_end.tiff
2,3795,404,4684,711,3681,1338,3249,996,1513,260,9.12,-5.97,22.37,-20.88,7.42,-51.32,0.97,-34.71,40_0007775_0007799-reel_begin_end.tiff
3,6812,380,7687,673,6691,1340,6244,974,1513,260,9.22,-4.8,22.27,-19.03,7.42,-51.42,0.75,-33.65,40_0007775_0007799-reel_begin_end.tiff
4,9819,380,10709,840,9684,1337,9255,974,1513,260,9.32,-4.8,22.6,-27.14,7.31,-51.27,0.91,-33.65,40_0007775_0007799-reel_begin_end.tiff
5,12845,390,13724,727,12681,1337,12270,975,1513,260,9.12,-5.29,22.22,-21.65,6.67,-51.27,0.54,-33.69,40_0007775_0007799-reel_begin_end.tiff
6,15866,394,16727,755,15712,1337,15291,972,1513,260,9.28,-5.48,22.12,-23.01,6.98,-51.27,0.71,-33.55,40_0007775_0007799-reel_begin_end.tiff
7,18858,442,19747,712,18736,1338,18297,973,1513,260,9.01,-7.82,22.27,-20.92,7.19,-51.32,0.65,-33.6,40_0007775_0007799-reel_begin_end.tiff
8,21892,416,22771,764,21796,1340,21328,974,1513,260,9.22,-6.55,22.33,-23.45,7.79,-51.42,0.81,-33.65,40_0007775_0007799-reel_begin_end.tiff
9,24911,376,25722,767,24783,1334,24347,971,1513,260,9.06,-4.61,21.15,-23.6,7.15,-51.13,0.65,-33.5,40_0007775_0007799-reel_begin_end.tiff
10,27850,427,,,27714,1341,27297,992,1513,260,9.22,-7.09,,,7.19,-51.47,0.97,-34.52,40_0007775_0007799-reel_begin_end.tiff
11,30869,419,,,30719,1335,30298,976,1513,260,9.06,-6.7,,,6.82,-51.17,0.54,-33.74,40_0007775_0007799-reel_begin_end.tiff
12,33831,599,34702,783,33709,1343,33263,975,1513,260,9.18,-15.44,22.16,-24.37,7.36,-51.56,0.71,-33.69,40_0007775_0007799-reel_begin_end.tiff
