A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2317,545,2790,842,1965,1498,1781,997,1521,1778,8.76,-12.43,15.71,-27.15,3.59,-59.65,0.89,-34.83,40_0008050_0008074-reel_begin_end.tiff
2,5244,576,5754,912,4921,1502,4741,1002,1521,1778,8.28,-13.97,15.77,-30.62,3.53,-59.85,0.89,-35.08,40_0008050_0008074-reel_begin_end.tiff
3,8179,523,8700,901,7864,1496,7691,999,1521,1778,8.06,-11.34,15.71,-30.07,3.43,-59.55,0.89,-34.93,40_0008050_0008074-reel_begin_end.tiff
4,11094,538,11655,805,10804,1502,10646,1034,1521,1778,7.69,-12.08,15.93,-25.31,3.43,-59.85,1.11,-36.66,40_0008050_0008074-reel_begin_end.tiff
5,14029,554,14616,1066,13754,1499,13592,1030,1521,1778,7.47,-12.88,16.09,-38.25,3.43,-59.7,1.05,-36.46,40_0008050_0008074-reel_begin_end.tiff
6,16967,514,17583,921,16710,1497,16545,1018,1521,1778,7.14,-10.89,16.19,-31.06,3.37,-59.6,0.95,-35.87,40_0008050_0008074-reel_begin_end.tiff
7,19901,528,20546,989,19636,1493,19482,1024,1521,1778,7.2,-11.59,16.68,-34.43,3.31,-59.41,1.05,-36.17,40_0008050_0008074-reel_begin_end.tiff
8,22831,500,23499,853,22593,1496,22439,1034,1521,1778,6.76,-10.2,16.57,-27.69,3.27,-59.55,1.01,-36.66,40_0008050_0008074-reel_begin_end.tiff
9,25784,537,26459,1093,25567,1499,25384,1001,1521,1778,6.66,-12.03,16.57,-39.58,3.47,-59.7,0.79,-35.03,40_0008050_0008074-reel_begin_end.tiff
10,28711,487,29412,969,28484,1498,28315,998,1521,1778,6.92,-9.56,17.22,-33.44,3.59,-59.65,1.11,-34.88,40_0008050_0008074-reel_begin_end.tiff
11,31648,489,32375,1120,31432,1503,31274,1016,1521,1778,6.44,-9.66,17.12,-40.92,3.27,-59.9,0.95,-35.77,40_0008050_0008074-reel_begin_end.tiff
12,34662,509,35414,1024,34453,1500,34288,997,1521,1778,6.5,-10.65,17.54,-36.17,3.43,-59.75,1.01,-34.83,40_0008050_0008074-reel_begin_end.tiff
