A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1502,852,1649,1159,1095,1351,470,1010,1506,463,15.98,-28.26,18.09,-43.25,10.15,-52.63,1.2,-35.98,40_0006950_0006974-reel_begin_end.tiff
2,4531,917,4667,1178,3928,1352,3492,1020,1506,463,15.82,-31.44,17.77,-44.18,7.19,-52.68,0.95,-36.47,40_0006950_0006974-reel_begin_end.tiff
3,7545,849,,,6966,1350,6524,1016,1506,463,15.88,-28.12,,,7.59,-52.58,1.26,-36.27,40_0006950_0006974-reel_begin_end.tiff
4,10544,845,,,9969,1350,9516,1018,1506,463,15.72,-27.92,,,7.49,-52.58,1.0,-36.37,40_0006950_0006974-reel_begin_end.tiff
6,16594,829,16748,1054,15994,1352,15569,1010,1506,463,15.72,-27.14,17.93,-38.13,7.13,-52.68,1.05,-35.98,40_0006950_0006974-reel_begin_end.tiff
7,19598,847,19744,1164,18944,1351,18569,1013,1506,463,15.78,-28.02,17.87,-43.5,6.42,-52.63,1.05,-36.12,40_0006950_0006974-reel_begin_end.tiff
8,22618,829,22761,1292,22021,1351,21600,1014,1506,463,15.78,-27.14,17.83,-49.75,7.23,-52.63,1.2,-36.17,40_0006950_0006974-reel_begin_end.tiff
9,25648,839,25798,1286,25034,1351,24627,1016,1506,463,15.82,-27.63,17.97,-49.46,7.03,-52.63,1.2,-36.27,40_0006950_0006974-reel_begin_end.tiff
10,28648,836,28788,1111,28213,1349,27631,1015,1506,463,15.82,-27.48,17.83,-40.91,9.59,-52.53,1.26,-36.22,40_0006950_0006974-reel_begin_end.tiff
11,31665,826,31811,1273,31250,1348,30636,1014,1506,463,15.78,-26.99,17.87,-48.82,9.84,-52.48,1.05,-36.17,40_0006950_0006974-reel_begin_end.tiff
12,34699,844,34856,1292,34278,1346,33663,1018,1506,463,15.98,-27.87,18.23,-49.75,9.95,-52.39,1.15,-36.37,40_0006950_0006974-reel_begin_end.tiff
