A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,888,412,1856,1245,724,1341,284,969,1520,281,9.77,-6.71,24.12,-47.15,7.34,-51.81,0.82,-33.75,40_0007525_0007549-reel_begin_end.tiff
2,888,412,1856,1245,713,1340,299,992,1520,281,9.77,-6.71,24.12,-47.15,7.18,-51.76,1.04,-34.87,40_0007525_0007549-reel_begin_end.tiff
3,3894,405,,,3734,1339,3309,994,1520,281,9.71,-6.37,,,7.34,-51.72,1.04,-34.96,40_0007525_0007549-reel_begin_end.tiff
4,6915,417,7804,1269,6751,1340,6322,995,1520,281,9.87,-6.95,23.05,-48.32,7.44,-51.76,1.08,-35.01,40_0007525_0007549-reel_begin_end.tiff
5,9944,387,10816,1254,9766,1337,9362,991,1520,281,9.81,-5.49,22.74,-47.59,7.18,-51.62,1.19,-34.82,40_0007525_0007549-reel_begin_end.tiff
6,12948,372,13845,1253,12805,1334,12345,967,1520,281,9.87,-4.76,23.17,-47.54,7.75,-51.47,0.94,-33.65,40_0007525_0007549-reel_begin_end.tiff
7,15962,398,16833,1207,15804,1335,15369,992,1520,281,9.93,-6.03,22.84,-45.31,7.59,-51.52,1.14,-34.87,40_0007525_0007549-reel_begin_end.tiff
8,18988,390,19913,1249,18838,1337,18402,991,1520,281,9.87,-5.64,23.59,-47.35,7.65,-51.62,1.19,-34.82,40_0007525_0007549-reel_begin_end.tiff
9,22008,386,22947,1275,21876,1337,21419,991,1520,281,9.87,-5.44,23.79,-48.61,7.92,-51.62,1.14,-34.82,40_0007525_0007549-reel_begin_end.tiff
10,25004,419,25847,1271,24829,1337,24425,989,1520,281,9.67,-7.05,22.16,-48.41,7.07,-51.62,1.08,-34.72,40_0007525_0007549-reel_begin_end.tiff
11,28038,370,28992,1278,27813,1330,27431,971,1520,281,9.87,-4.67,24.02,-48.75,6.54,-51.28,0.88,-33.85,40_0007525_0007549-reel_begin_end.tiff
12,31058,387,32087,1288,30937,1334,30462,990,1520,281,9.87,-5.49,25.13,-49.24,8.08,-51.47,1.04,-34.77,40_0007525_0007549-reel_begin_end.tiff
13,34065,366,34551,915,33890,1332,33462,982,1520,281,9.98,-4.47,17.18,-31.13,7.38,-51.38,1.04,-34.38,40_0007525_0007549-reel_begin_end.tiff
