A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1106,590,1977,898,577,1499,363,1010,1517,342,12.89,-15.12,25.65,-30.16,5.13,-59.51,2.0,-35.63,40_0008225_0008249-reel_begin_end.tiff
2,4126,593,4994,968,3594,1496,3365,1000,1517,342,12.89,-15.26,25.6,-33.58,5.09,-59.36,1.74,-35.14,40_0008225_0008249-reel_begin_end.tiff
3,7126,578,7994,1210,6572,1498,6376,1003,1517,342,12.89,-14.53,25.6,-45.4,4.77,-59.46,1.9,-35.29,40_0008225_0008249-reel_begin_end.tiff
4,10153,597,11024,1074,9603,1500,9396,1000,1517,342,12.99,-15.46,25.75,-38.75,4.93,-59.56,1.9,-35.14,40_0008225_0008249-reel_begin_end.tiff
5,13181,615,14035,1219,12638,1501,12421,997,1517,342,12.83,-16.34,25.34,-45.84,4.87,-59.61,1.69,-34.99,40_0008225_0008249-reel_begin_end.tiff
6,16192,594,17013,1029,15653,1497,15428,999,1517,342,12.99,-15.31,25.02,-36.56,5.09,-59.41,1.79,-35.09,40_0008225_0008249-reel_begin_end.tiff
7,19199,595,20013,1020,18638,1492,18449,1002,1517,342,12.78,-15.36,24.71,-36.12,4.56,-59.17,1.79,-35.24,40_0008225_0008249-reel_begin_end.tiff
8,22240,536,23029,948,21679,1498,21469,998,1517,342,13.09,-12.48,24.65,-32.6,4.87,-59.46,1.79,-35.04,40_0008225_0008249-reel_begin_end.tiff
9,25244,608,26047,790,24708,1500,24479,998,1517,342,13.15,-16.0,24.91,-24.88,5.3,-59.56,1.94,-35.04,40_0008225_0008249-reel_begin_end.tiff
10,28268,596,29054,818,27693,1497,27500,1004,1517,342,13.35,-15.41,24.87,-26.25,4.93,-59.41,2.1,-35.34,40_0008225_0008249-reel_begin_end.tiff
11,31287,610,32083,968,30722,1499,30529,1000,1517,342,13.05,-16.09,24.71,-33.58,4.77,-59.51,1.94,-35.14,40_0008225_0008249-reel_begin_end.tiff
12,34304,539,35097,707,33771,1502,33543,1005,1517,342,13.15,-12.63,24.77,-20.83,5.34,-59.66,2.0,-35.38,40_0008225_0008249-reel_begin_end.tiff
