A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,895,429,1588,1059,716,1335,288,976,1513,270,9.82,-7.63,19.86,-38.04,7.23,-51.37,1.03,-34.04,40_0007475_0007499-reel_begin_end.tiff
2,3909,404,4859,1204,3748,1336,3294,965,1513,270,9.88,-6.42,23.64,-45.04,7.55,-51.42,0.97,-33.51,40_0007475_0007499-reel_begin_end.tiff
3,6911,420,7704,1084,6744,1340,6308,980,1513,270,9.76,-7.2,21.25,-39.25,7.34,-51.61,1.03,-34.23,40_0007475_0007499-reel_begin_end.tiff
4,9941,391,10613,1153,9759,1337,9345,991,1513,270,9.76,-5.8,19.49,-42.58,7.13,-51.47,1.13,-34.76,40_0007475_0007499-reel_begin_end.tiff
5,12965,346,13812,1259,12769,1316,12347,959,1513,270,9.82,-3.62,22.09,-47.7,6.98,-50.45,0.87,-33.22,40_0007475_0007499-reel_begin_end.tiff
6,15964,497,16704,1057,15793,1324,15336,971,1513,270,9.66,-10.91,20.38,-37.95,7.18,-50.84,0.56,-33.8,40_0007475_0007499-reel_begin_end.tiff
7,18981,405,19989,1202,18849,1329,18367,960,1513,270,9.76,-6.47,24.36,-44.95,7.85,-51.08,0.87,-33.27,40_0007475_0007499-reel_begin_end.tiff
8,22008,378,22926,1148,21804,1331,21397,967,1513,270,9.72,-5.17,23.01,-42.34,6.76,-51.18,0.87,-33.6,40_0007475_0007499-reel_begin_end.tiff
9,25011,371,25804,1150,24857,1333,24418,989,1513,270,9.62,-4.83,21.1,-42.44,7.39,-51.27,1.03,-34.67,40_0007475_0007499-reel_begin_end.tiff
10,28021,370,28782,1055,27849,1336,27410,966,1513,270,9.62,-4.78,20.64,-37.85,7.13,-51.42,0.77,-33.56,40_0007475_0007499-reel_begin_end.tiff
11,31059,352,31777,1038,30862,1333,30448,968,1513,270,9.88,-3.91,20.28,-37.03,7.02,-51.27,1.03,-33.65,40_0007475_0007499-reel_begin_end.tiff
12,34064,368,34804,1103,33896,1335,33464,983,1513,270,9.66,-4.69,20.38,-40.17,7.23,-51.37,0.97,-34.38,40_0007475_0007499-reel_begin_end.tiff
