A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,853,598,1682,1174,434,1505,280,1009,1510,262,9.35,-14.87,21.31,-43.42,3.31,-59.82,1.08,-35.24,40_0008075_0008099-reel_begin_end.tiff
2,3870,551,4707,1102,3474,1505,3290,999,1510,262,9.45,-12.55,21.53,-39.85,3.74,-59.82,1.08,-34.74,40_0008075_0008099-reel_begin_end.tiff
3,6889,555,7733,1170,6496,1502,6320,1002,1510,262,9.29,-12.74,21.47,-43.22,3.62,-59.67,1.08,-34.89,40_0008075_0008099-reel_begin_end.tiff
4,9896,577,10733,1163,9504,1504,9328,1006,1510,262,9.39,-13.83,21.47,-42.87,3.74,-59.77,1.2,-35.09,40_0008075_0008099-reel_begin_end.tiff
5,12913,560,13735,1142,12509,1502,12333,998,1510,262,9.35,-12.99,21.21,-41.83,3.52,-59.67,0.98,-34.7,40_0008075_0008099-reel_begin_end.tiff
6,15939,575,16754,1209,15550,1500,15356,1000,1510,262,9.29,-13.74,21.05,-45.15,3.68,-59.57,0.88,-34.79,40_0008075_0008099-reel_begin_end.tiff
7,18946,537,19713,1230,18550,1501,18370,998,1510,262,9.39,-11.85,20.46,-46.19,3.68,-59.62,1.08,-34.7,40_0008075_0008099-reel_begin_end.tiff
8,21956,548,22767,1200,21549,1501,21388,1003,1510,262,9.39,-12.4,21.1,-44.7,3.52,-59.62,1.2,-34.94,40_0008075_0008099-reel_begin_end.tiff
9,24997,563,25794,1133,24594,1500,24407,996,1510,262,9.55,-13.14,21.05,-41.38,3.74,-59.57,1.04,-34.6,40_0008075_0008099-reel_begin_end.tiff
10,27999,554,28817,1124,27595,1498,27419,998,1510,262,9.29,-12.69,21.1,-40.94,3.46,-59.47,0.93,-34.7,40_0008075_0008099-reel_begin_end.tiff
11,31006,561,31788,1112,30592,1498,30423,995,1510,262,9.39,-13.04,20.68,-40.34,3.42,-59.47,0.98,-34.55,40_0008075_0008099-reel_begin_end.tiff
12,34047,528,34609,1044,33633,1498,33453,994,1510,262,9.55,-11.41,17.66,-36.97,3.58,-59.47,0.98,-34.5,40_0008075_0008099-reel_begin_end.tiff
