A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2788,394,3213,754,2642,1325,2170,957,1506,2160,9.79,-5.78,16.02,-23.47,7.65,-51.52,0.74,-33.44,40_0007375_0007399-reel_begin_end.tiff
2,5822,399,6248,681,5665,1331,5194,961,1506,2160,10.0,-6.03,16.24,-19.88,7.7,-51.81,0.8,-33.64,40_0007375_0007399-reel_begin_end.tiff
3,8822,335,9711,1217,8657,1330,8204,961,1506,2160,9.85,-2.88,22.88,-46.21,7.43,-51.76,0.8,-33.64,40_0007375_0007399-reel_begin_end.tiff
4,11831,501,12778,1177,11706,1326,11235,967,1506,2160,9.69,-11.04,23.56,-44.25,7.86,-51.56,0.96,-33.93,40_0007375_0007399-reel_begin_end.tiff
5,14872,331,15479,1178,14672,1333,14250,961,1506,2160,9.85,-2.69,18.74,-44.29,6.92,-51.91,0.74,-33.64,40_0007375_0007399-reel_begin_end.tiff
6,17870,396,18345,942,17734,1330,17245,965,1506,2160,9.79,-5.88,16.75,-32.7,7.8,-51.76,0.63,-33.83,40_0007375_0007399-reel_begin_end.tiff
7,20900,392,21604,1205,20722,1331,20279,960,1506,2160,9.79,-5.68,20.11,-45.62,7.18,-51.81,0.69,-33.59,40_0007375_0007399-reel_begin_end.tiff
8,23927,358,24527,1146,23727,1329,23305,958,1506,2160,9.75,-4.01,18.54,-42.72,6.82,-51.71,0.63,-33.49,40_0007375_0007399-reel_begin_end.tiff
9,26936,396,27868,1113,26775,1327,26318,958,1506,2160,9.85,-5.88,23.51,-41.1,7.49,-51.61,0.8,-33.49,40_0007375_0007399-reel_begin_end.tiff
10,29966,417,30634,1252,29806,1330,29338,961,1506,2160,10.0,-6.91,19.78,-47.93,7.65,-51.76,0.8,-33.64,40_0007375_0007399-reel_begin_end.tiff
11,32989,391,33532,1228,32864,1332,32361,959,1506,2160,9.89,-5.64,17.85,-46.75,8.06,-51.86,0.69,-33.54,40_0007375_0007399-reel_begin_end.tiff
12,36006,409,36788,1289,35777,1325,35381,963,1506,2160,9.85,-6.52,21.31,-49.75,6.5,-51.52,0.69,-33.73,40_0007375_0007399-reel_begin_end.tiff
